Rank,Issn,,Journal Impact Factor,5-Year Impact Factor,Article Influence Score,,,
7054,0959-3845,,0.938,Not Available,Not Available,,,
7054,0145-8892,,0.938,0.778,0.185,,,
7054,1092-6488,,0.938,0.887,0.362,,,
7054,2253-654X,,0.938,0.698,0.110,,,
7054,1530-4515,,0.938,1.202,0.359,,,
7061,0927-5398,,0.937,1.386,0.957,,,
7062,0017-3134,,0.936,0.947,0.271,,,
7062,0018-9235,,0.936,0.956,0.446,,,
7062,1064-1246,,0.936,0.748,0.151,,,
7062,1474-7480,,0.936,1.073,2.084,,,
7062,0306-3968,,0.936,0.759,0.483,,,
7067,0011-2275,,0.935,0.931,0.313,,,
7067,1550-8307,,0.935,1.089,0.262,,,
7067,1521-9488,,0.935,1.130,0.695,,,
7067,0021-7557,,0.935,1.274,0.315,,,
7067,0172-780X,,0.935,1.131,0.252,,,
7067,1757-8361,,0.935,0.919,0.239,,,
7073,0361-2317,,0.934,0.856,0.285,,,
7073,0035-6883,,0.934,1.035,0.306,,,
7075,0065-2407,,0.933,1.307,0.623,,,
7075,1092-8758,,0.933,1.023,0.261,,,
7075,0305-0629,,0.933,1.231,0.961,,,
7075,1369-183X,,0.933,1.570,0.870,,,
7075,0893-8849,,0.933,1.027,0.292,,,
7075,1793-5458,,0.933,0.851,0.176,,,
7075,0888-4781,,0.933,1.382,0.350,,,
7075,0888-4781,,0.933,1.382,0.350,,,
7083,0001-4788,,0.932,1.000,0.315,,,
7083,1000-9604,,0.932,0.531,0.091,,,
7083,1471-1834,,0.932,1.093,0.378,,,
7083,1369-3034,,0.932,0.820,0.500,,,
7083,0253-939X,,0.932,1.269,0.299,,,
7088,0005-9366,,0.931,0.767,0.215,,,
7088,0015-4725,,0.931,1.073,0.231,,,
7088,1063-7761,,0.931,0.882,0.347,,,
7088,1341-8076,,0.931,0.990,0.303,,,
7088,0733-9488,,0.931,0.900,0.172,,,
7088,0733-9488,,0.931,0.900,0.172,,,
7088,0219-7200,,0.931,Not Available,Not Available,,,
7095,0263-6174,,0.930,0.818,0.149,,,
7095,1557-1939,,0.930,0.854,0.205,,,
7097,0947-7411,,0.929,1.148,0.379,,,
7097,1544-3191,,0.929,1.344,0.365,,,
7097,0938-8249,,0.929,1.485,0.590,,,
7100,0008-4204,,0.928,0.784,0.262,,,
7100,0958-5192,,0.928,1.580,0.462,,,
7102,0301-4738,,0.927,0.980,0.266,,,
7102,0022-2933,,0.927,0.953,0.305,,,
7102,1084-0702,,0.927,1.172,0.510,,,
7102,0078-3234,,0.927,1.046,0.291,,,
7106,0002-7642,,0.926,1.086,0.616,,,
7106,1995-7645,,0.926,0.665,0.135,,,
7106,0895-7959,,0.926,1.087,0.392,,,
7106,1748-2623,,0.926,Not Available,Not Available,,,
7106,0893-1321,,0.926,1.013,0.408,,,
7106,0210-0010,,0.926,0.753,0.121,,,
7112,1354-5701,,0.925,1.301,0.712,,,
7112,1790-5427,,0.925,0.799,0.183,,,
7112,0256-4602,,0.925,0.867,0.129,,,
7112,1129-8596,,0.925,0.654,0.111,,,
7112,1941-7012,,0.925,1.176,0.281,,,
7112,1560-3547,,0.925,0.731,0.392,,,
7118,1053-1890,,0.924,1.037,0.294,,,
7118,0256-307X,,0.924,0.764,0.194,,,
7118,0309-1929,,0.924,0.806,0.444,,,
7118,1059-924X,,0.924,Not Available,Not Available,,,
7118,0364-765X,,0.924,1.259,1.502,,,
7118,0026-2692,,0.924,0.872,0.232,,,
7118,1934-578X,,0.924,0.954,0.182,,,
7118,0103-9016,,0.924,1.158,0.404,,,
7126,1381-298X,,0.923,1.065,0.372,,,
7126,1381-298X,,0.923,1.065,0.372,,,
7126,1078-0947,,0.923,1.076,1.059,,,
7126,1567-9764,,0.923,1.444,0.545,,,
7126,1550-1329,,0.923,0.735,0.097,,,
7126,0733-4648,,0.923,1.421,0.431,,,
7126,0022-4537,,0.923,2.092,1.021,,,
7126,0749-5161,,0.923,1.036,0.321,,,
7126,1344-1698,,0.923,1.188,0.371,,,
7126,1098-1241,,0.923,1.072,0.240,,,
7136,0197-4572,,0.922,1.297,0.359,,,
7136,0197-4572,,0.922,1.297,0.359,,,
7136,0305-8298,,0.922,0.835,0.488,,,
7136,1873-7617,,0.922,Not Available,Not Available,,,
7140,0008-4220,,0.921,0.917,0.242,,,
7140,1049-510X,,0.921,1.233,0.408,,,
7140,1994-2060,,0.921,0.664,0.198,,,
7140,0268-0939,,0.921,1.557,0.705,,,
7140,1536-2442,,0.921,1.266,0.409,,,
7140,0931-1785,,0.921,1.122,0.322,,,
7146,1556-9527,,0.920,0.987,0.247,,,
7146,0862-867X,,0.920,0.905,0.212,,,
7146,1343-943X,,0.920,1.169,0.310,,,
7149,0990-7440,,0.919,1.349,0.483,,,
7149,0004-9158,,0.919,0.952,0.271,,,
7149,1862-5347,,0.919,1.155,0.700,,,
7149,1042-1629,,0.919,1.535,0.632,,,
7149,0018-0971,,0.919,Not Available,Not Available,,,
7149,0019-5456,,0.919,0.763,0.196,,,
7149,0961-5539,,0.919,0.838,0.246,,,
7149,0022-0531,,0.919,1.444,2.741,,,
7149,1439-8621,,0.919,1.280,0.415,,,
7158,1619-4500,,0.918,1.181,0.823,,,
7158,1932-4502,,0.918,0.746,0.181,,,
7158,0305-6244,,0.918,Not Available,Not Available,,,
7158,1877-0533,,0.918,1.010,0.897,,,
7158,2073-8994,,0.918,1.207,0.586,,,
7163,1079-8986,,0.917,0.848,1.266,,,
7163,0714-9808,,0.917,1.037,0.350,,,
7163,2162-8769,,0.917,0.917,0.232,,,
7163,1932-8575,,0.917,Not Available,Not Available,,,
7163,1313-2989,,0.917,0.894,0.286,,,
7168,0882-5963,,0.916,Not Available,Not Available,,,
7168,0882-5963,,0.916,Not Available,Not Available,,,
7168,0965-0407,,0.916,1.193,0.284,,,
7168,1475-1305,,0.916,1.046,0.378,,,
7172,0104-4230,,0.915,0.778,0.192,,,
7173,0309-166X,,0.914,1.545,0.848,,,
7173,1939-3210,,0.914,1.264,0.286,,,
7173,1392-5113,,0.914,0.893,0.282,,,
7173,0740-9303,,0.914,0.895,0.217,,,
7173,1300-011X,,0.914,0.860,0.178,,,
7178,0144-3410,,0.913,1.254,0.521,,,
7178,1435-1943,,0.913,1.155,0.384,,,
7178,1365-1005,,0.913,0.811,0.739,,,
7181,0211-1322,,0.912,Not Available,Not Available,,,
7181,0104-6632,,0.912,1.243,0.291,,,
7181,0340-9937,,0.912,0.834,0.255,,,
7181,1751-858X,,0.912,0.836,0.360,,,
7181,0399-077X,,0.912,0.846,0.225,,,
7181,1054-7460,,0.912,1.400,0.505,,,
7187,0006-8047,,0.911,0.940,0.361,,,
7187,1661-3791,,0.911,0.772,0.211,,,
7187,0352-9568,,0.911,0.780,0.169,,,
7187,1059-0560,,0.911,0.984,0.272,,,
7187,0160-5682,,0.911,1.272,0.592,,,
7187,0160-5682,,0.911,1.272,0.592,,,
7187,1520-5436,,0.911,1.342,0.484,,,
7187,1386-7415,,0.911,0.947,0.404,,,
7187,1948-8327,,0.911,1.189,0.773,,,
7187,1948-8327,,0.911,1.189,0.773,,,
7197,0373-3114,,0.909,0.889,0.982,,,
7197,1573-4277,,0.909,0.984,0.311,,,
7197,0217-2445,,0.909,1.466,0.407,,,
7200,1040-9289,,0.908,1.545,0.504,,,
7200,0385-5414,,0.908,0.910,0.215,,,
7200,0914-9244,,0.908,0.741,0.126,,,
7200,0932-0784,,0.908,0.711,0.176,,,
7204,0169-3867,,0.907,1.090,0.407,,,
7204,0169-3867,,0.907,1.090,0.407,,,
7204,0010-4086,,0.907,1.115,0.537,,,
7204,2154-1647,,0.907,0.824,0.227,,,
7204,0172-6390,,0.907,0.907,0.246,,,
7204,0885-8624,,0.907,1.146,0.223,,,
7204,0888-0395,,0.907,1.224,0.337,,,
7204,0888-0395,,0.907,1.224,0.337,,,
7204,0022-4510,,0.907,1.094,0.303,,,
7204,0036-4665,,0.907,1.213,0.309,,,
7214,0391-173X,,0.906,1.178,1.553,,,
7214,1948-206X,,0.906,1.086,1.829,,,
7214,1094-2912,,0.906,1.209,0.198,,,
7214,1345-4773,,0.906,1.015,0.352,,,
7218,1195-9479,,0.905,0.824,0.274,,,
7218,1363-2469,,0.905,1.124,0.615,,,
7218,2280-8000,,0.905,0.905,0.184,,,
7218,1059-941X,,0.905,Not Available,Not Available,,,
7218,1049-7315,,0.905,1.487,0.448,,,
7218,0214-3429,,0.905,0.769,0.161,,,
7218,0885-7466,,0.905,1.724,0.915,,,
7218,1573-062X,,0.905,1.352,0.418,,,
7218,1226-6116,,0.905,1.120,0.342,,,
7227,1551-6857,,0.904,1.240,0.543,,,
7227,0887-6274,,0.904,1.106,0.281,,,
7227,0887-6274,,0.904,1.106,0.281,,,
7227,1687-8760,,0.904,Not Available,Not Available,,,
7227,1065-8483,,0.904,1.038,0.367,,,
7227,1076-9757,,0.904,1.685,1.025,,,
7233,0067-1924,,0.903,1.350,0.467,,,
7233,0017-8039,,0.903,0.762,0.418,,,
7233,1565-1088,,0.903,1.006,0.263,,,
7233,0175-8659,,0.903,1.127,0.321,,,
7233,1063-8016,,0.903,0.951,0.344,,,
7233,1744-6740,,0.903,0.863,0.165,,,
7233,1610-2878,,0.903,1.309,0.698,,,
7240,0010-2571,,0.902,0.981,1.721,,,
7240,1560-8530,,0.902,Not Available,Not Available,,,
7240,1049-2089,,0.902,1.394,0.518,,,
7240,0895-2841,,0.902,1.028,0.317,,,
7240,0742-6046,,0.902,1.507,0.496,,,
7240,0033-6297,,0.902,0.994,0.301,,,
7240,0033-6297,,0.902,0.994,0.301,,,
7240,1355-2198,,0.902,0.792,0.248,,,
7248,2083-4772,,0.901,0.619,0.115,,,
7248,0045-8511,,0.901,1.216,0.425,,,
7248,0868-4952,,0.901,0.940,0.253,,,
7251,1740-4754,,0.900,1.701,0.854,,,
7251,1661-7207,,0.900,0.854,1.417,,,
7251,1743-8225,,0.900,0.981,0.138,,,
7251,0091-732X,,0.900,2.423,1.573,,,
7255,0311-5518,,0.899,0.956,0.309,,,
7255,1294-9361,,0.899,1.128,0.348,,,
7257,0145-7632,,0.898,1.096,0.382,,,
7257,1303-2968,,0.898,1.339,0.344,,,
7259,1687-8434,,0.897,Not Available,Not Available,,,
7259,0308-0226,,0.897,Not Available,Not Available,,,
7259,0308-0226,,0.897,Not Available,Not Available,,,
7259,1010-6049,,0.897,Not Available,Not Available,,,
7259,1385-951X,,0.897,0.942,0.248,,,
7259,0021-8464,,0.897,1.174,0.347,,,
7259,0742-4787,,0.897,1.142,0.362,,,
7259,1679-0073,,0.897,1.000,0.363,,,
7267,0303-1179,,0.896,1.041,1.984,,,
7267,1542-0973,,0.896,0.811,0.311,,,
7267,0021-9045,,0.896,0.842,0.761,,,
7267,1471-0684,,0.896,0.900,0.312,,,
7271,0269-2821,,0.895,1.861,0.627,,,
7271,1758-1559,,0.895,0.672,0.201,,,
7271,0360-7283,,0.895,1.342,0.432,,,
7271,0267-3037,,0.895,1.388,0.563,,,
7271,0790-0627,,0.895,1.185,0.315,,,
7271,1541-5147,,0.895,1.778,0.299,,,
7271,1541-5147,,0.895,1.778,0.299,,,
7271,0094-4289,,0.895,0.887,0.322,,,
7271,1742-2132,,0.895,0.913,0.297,,,
7271,1744-5647,,0.895,0.717,0.197,,,
7271,1744-5647,,0.895,0.717,0.197,,,
7271,2073-4859,,0.895,1.273,0.783,,,
7271,0148-4419,,0.895,0.659,0.217,,,
7284,0212-6567,,0.894,0.722,0.120,,,
7284,0167-8396,,0.894,1.157,0.848,,,
7284,1068-9613,,0.894,0.985,0.837,,,
7284,1292-8100,,0.894,Not Available,Not Available,,,
7284,0047-2565,,0.894,1.021,0.287,,,
7284,1525-7770,,0.894,0.931,0.240,,,
7284,0263-5747,,0.894,1.059,0.340,,,
7291,0022-0892,,0.893,1.139,0.297,,,
7291,0885-1158,,0.893,0.793,0.212,,,
7293,1745-039X,,0.892,1.058,0.270,,,
7293,0737-0806,,0.892,0.879,0.203,,,
7293,1931-3195,,0.892,1.025,0.304,,,
7296,0009-739X,,0.890,Not Available,Not Available,,,
7297,0378-2166,,0.889,0.979,0.521,,,
7297,0352-5139,,0.889,0.884,0.159,,,
7297,1726-4901,,0.889,0.891,0.233,,,
7297,0199-0039,,0.889,2.267,0.765,,,
7297,0346-251X,,0.889,1.142,0.507,,,
7302,0010-4620,,0.888,1.024,0.485,,,
7302,0102-311X,,0.888,1.321,0.340,,,
7302,0102-311X,,0.888,1.321,0.340,,,
7302,0141-9870,,0.888,1.499,0.879,,,
7302,0886-0440,,0.888,0.868,0.317,,,
7302,0166-5316,,0.888,1.166,0.556,,,
7308,1042-4431,,0.887,Not Available,Not Available,,,
7309,1000-6818,,0.886,0.712,0.095,,,
7309,0737-1209,,0.886,1.131,0.320,,,
7309,0737-1209,,0.886,1.131,0.320,,,
7309,1063-7818,,0.886,0.793,0.217,,,
7309,0101-6083,,0.886,0.641,0.102,,,
7314,0002-726X,,0.885,1.080,0.238,,,
7314,1089-9472,,0.885,Not Available,Not Available,,,
7314,1089-9472,,0.885,Not Available,Not Available,,,
7317,1358-8265,,0.884,1.046,0.286,,,
7317,0024-6107,,0.884,0.892,1.353,,,
7319,0265-8135,,0.883,1.638,0.580,,,
7319,0021-9320,,0.883,1.327,0.443,,,
7319,8755-7223,,0.883,1.107,0.322,,,
7319,8755-7223,,0.883,1.107,0.322,,,
7323,0907-5682,,0.882,1.179,0.459,,,
7323,1026-0226,,0.882,0.876,0.200,,,
7323,1051-1482,,0.882,1.340,0.683,,,
7323,0869-5911,,0.882,0.968,0.501,,,
7323,1502-2250,,0.882,1.087,0.280,,,
7328,0145-5613,,0.881,0.885,0.259,,,
7328,0388-788X,,0.881,0.791,0.185,,,
7328,2095-2201,,0.881,Not Available,Not Available,,,
7328,1063-777X,,0.881,0.772,0.228,,,
7328,0263-2764,,0.881,1.886,1.084,,,
7333,1532-673X,,0.880,1.005,0.869,,,
7333,0958-8221,,0.880,1.250,0.409,,,
7333,1052-9284,,0.880,1.259,0.514,,,
7333,0965-545X,,0.880,0.721,0.173,,,
7333,1875-9572,,0.880,1.081,0.335,,,
7333,0963-9314,,0.880,0.889,0.317,,,
7333,1609-1833,,0.880,0.500,0.142,,,
7340,0149-1970,,0.879,0.978,0.426,,,
7341,0196-8858,,0.878,0.997,1.172,,,
7341,1443-9646,,0.878,0.778,0.203,,,
7341,1367-0050,,0.878,Not Available,Not Available,,,
7341,0022-4502,,0.878,0.896,0.429,,,
7341,0024-7766,,0.878,1.860,0.496,,,
7341,0970-258X,,0.878,0.858,0.256,,,
7341,1862-8516,,0.878,0.835,0.103,,,
7348,0003-1305,,0.877,0.968,0.651,,,
7348,0003-6862,,0.877,0.918,0.251,,,
7348,0731-8898,,0.877,0.914,0.204,,,
7348,0733-947X,,0.877,1.073,0.431,,,
7348,1549-8417,,0.877,Not Available,Not Available,,,
7348,1549-8417,,0.877,Not Available,Not Available,,,
7348,0170-4214,,0.877,0.962,0.590,,,
7348,0037-8046,,0.877,1.493,0.495,,,
7356,1415-4757,,0.876,0.988,0.266,,,
7356,0289-0003,,0.876,1.051,0.358,,,
7358,0275-0740,,0.875,1.187,0.575,,,
7358,0001-3765,,0.875,1.099,0.314,,,
7358,1449-5554,,0.875,1.198,0.354,,,
7358,1525-822X,,0.875,1.574,0.737,,,
7358,0231-5882,,0.875,1.132,0.296,,,
7358,0017-257X,,0.875,0.911,0.673,,,
7358,1735-7179,,0.875,0.944,0.154,,,
7358,1226-8615,,0.875,Not Available,Not Available,,,
7358,****-****,,0.875,0.511,0.109,,,
7358,1698-6180,,0.875,1.365,0.478,,,
7358,0916-7250,,0.875,0.942,0.239,,,
7358,0369-7827,,0.875,0.621,0.505,,,
7358,0369-7827,,0.875,0.621,0.505,,,
7358,0735-6161,,0.875,0.996,0.334,,,
7372,0567-7351,,0.874,0.559,0.075,,,
7372,0927-5371,,0.874,1.326,1.067,,,
7374,1742-058X,,0.873,Not Available,Not Available,,,
7374,0046-3892,,0.873,1.656,0.888,,,
7374,0022-152X,,0.873,1.061,0.195,,,
7374,0279-3695,,0.873,0.791,0.207,,,
7374,0279-3695,,0.873,0.791,0.207,,,
7374,1043-4542,,0.873,1.337,0.356,,,
7374,1043-4542,,0.873,1.337,0.356,,,
7381,2075-8251,,0.872,0.796,0.206,,,
7381,0305-7410,,0.872,1.684,1.304,,,
7381,1004-9541,,0.872,1.255,0.280,,,
7381,1735-7020,,0.872,0.909,0.153,,,
7381,0261-927X,,0.872,1.264,0.577,,,
7381,1356-5362,,0.872,0.655,0.173,,,
7381,0042-3114,,0.872,1.036,0.261,,,
7388,0265-539X,,0.871,0.861,0.265,,,
7388,1212-1819,,0.871,0.857,0.212,,,
7388,1386-9620,,0.871,1.025,0.411,,,
7388,0922-680X,,0.871,1.260,0.594,,,
7388,0887-8722,,0.871,0.882,0.312,,,
7388,2046-9047,,0.871,0.871,0.264,,,
7388,1733-1331,,0.871,1.059,0.238,,,
7395,0379-5292,,0.870,0.525,0.119,,,
7395,0250-4707,,0.870,1.298,0.293,,,
7395,0824-7935,,0.870,0.960,0.475,,,
7395,1054-7738,,0.870,Not Available,Not Available,,,
7395,1054-7738,,0.870,Not Available,Not Available,,,
7395,1743-8586,,0.870,0.971,0.659,,,
7395,1341-7568,,0.870,1.208,0.391,,,
7395,0036-9276,,0.870,0.781,0.203,,,
7403,1059-0145,,0.869,1.296,0.513,,,
7403,1059-0145,,0.869,1.296,0.513,,,
7403,0032-3217,,0.869,1.480,1.165,,,
7406,0013-0079,,0.868,1.177,1.105,,,
7406,0097-3165,,0.868,0.807,1.084,,,
7406,0301-4800,,0.868,1.189,0.276,,,
7406,1041-2972,,0.868,1.186,0.344,,,
7406,1041-2972,,0.868,1.186,0.344,,,
7406,1362-1017,,0.868,Not Available,Not Available,,,
7406,1362-1017,,0.868,Not Available,Not Available,,,
7406,1445-6354,,0.868,1.106,0.327,,,
7406,1445-6354,,0.868,1.106,0.327,,,
7415,0161-9268,,0.867,1.160,0.342,,,
7415,0161-9268,,0.867,1.160,0.342,,,
7415,1868-4904,,0.867,0.864,0.250,,,
7415,1746-160X,,0.867,Not Available,Not Available,,,
7415,0896-3746,,0.867,0.778,0.248,,,
7415,0733-9364,,0.867,1.352,0.329,,,
7415,0022-0655,,0.867,1.064,1.019,,,
7415,1050-6926,,0.867,0.918,1.316,,,
7415,1730-413X,,0.867,0.698,0.158,,,
7415,0162-5748,,0.867,1.385,0.884,,,
7415,0036-8237,,0.867,0.888,0.331,,,
7415,1476-3141,,0.867,1.170,0.303,,,
7415,1366-7017,,0.867,0.904,0.256,,,
7428,0365-0596,,0.866,0.804,0.161,,,
7428,1547-1063,,0.866,1.232,0.490,,,
7430,1641-7291,,0.865,0.914,0.235,,,
7430,1125-0003,,0.865,0.772,0.227,,,
7430,1742-9145,,0.865,0.837,0.219,,,
7430,1097-184X,,0.865,1.321,0.552,,,
7434,1753-8416,,0.864,0.921,1.780,,,
7434,1674-7348,,0.864,0.829,0.199,,,
7436,1752-7716,,0.863,1.327,0.500,,,
7436,0149-6085,,0.863,0.851,0.223,,,
7436,1942-4302,,0.863,0.978,0.320,,,
7439,0957-9265,,0.862,1.348,0.841,,,
7439,0197-6664,,0.862,1.310,0.499,,,
7439,1090-8471,,0.862,0.724,0.183,,,
7439,1090-8471,,0.862,0.724,0.183,,,
7439,0028-2804,,0.862,0.723,0.144,,,
7439,1643-1049,,0.862,0.802,0.190,,,
7439,0146-1044,,0.862,0.939,0.294,,,
7439,0049-3155,,0.862,0.773,0.161,,,
7447,0001-5644,,0.861,0.786,0.215,,,
7447,0950-6764,,0.861,1.250,0.533,,,
7447,1023-6198,,0.861,0.926,0.415,,,
7447,0361-0470,,0.861,0.770,0.163,,,
7447,0024-2519,,0.861,0.711,0.308,,,
7447,0144-8420,,0.861,0.981,0.270,,,
7453,1094-9224,,0.860,1.258,0.749,,,
7453,0192-513X,,0.860,1.339,0.620,,,
7453,1081-2865,,0.860,0.968,0.490,,,
7453,0033-2933,,0.860,0.954,0.289,,,
7453,0347-0520,,0.860,1.143,1.220,,,
7453,1257-5011,,0.860,0.863,0.191,,,
7459,0309-8265,,0.859,1.135,0.203,,,
7459,0163-660X,,0.859,0.656,0.484,,,
7461,0253-2786,,0.858,0.673,0.073,,,
7461,0027-9684,,0.858,1.171,0.430,,,
7463,1047-9511,,0.857,1.087,0.322,,,
7463,1433-2833,,0.857,1.068,0.511,,,
7463,0142-6338,,0.857,1.196,0.381,,,
7463,0077-7757,,0.857,0.750,0.295,,,
7463,1093-5266,,0.857,1.005,0.312,,,
7463,1464-4177,,0.857,Not Available,Not Available,,,
7469,0009-4536,,0.856,0.879,0.156,,,
7469,0378-4754,,0.856,1.109,0.499,,,
7471,1758-4299,,0.855,0.843,0.263,,,
7471,1352-7606,,0.855,Not Available,Not Available,,,
7471,0160-6379,,0.855,1.245,0.409,,,
7471,0919-9268,,0.855,0.996,0.297,,,
7471,1465-6485,,0.855,0.902,0.683,,,
7471,0018-5345,,0.855,1.082,0.274,,,
7471,0021-0552,,0.855,1.082,0.379,,,
7471,1056-6716,,0.855,1.261,0.413,,,
7471,1023-6244,,0.855,0.926,0.289,,,
7471,0873-2159,,0.855,0.440,0.094,,,
7471,0043-650X,,0.855,0.693,0.321,,,
7482,0126-6705,,0.854,0.860,0.277,,,
7482,1044-8004,,0.854,1.161,0.328,,,
7484,0830-9000,,0.853,1.266,0.370,,,
7484,0145-8884,,0.853,0.910,0.210,,,
7486,0271-5309,,0.852,0.718,0.393,,,
7486,0300-211X,,0.852,0.500,0.462,,,
7488,0008-400X,,0.851,1.178,0.443,,,
7488,0733-8627,,0.851,1.035,0.312,,,
7488,0742-3225,,0.851,1.284,0.469,,,
7488,1472-0817,,0.851,Not Available,Not Available,,,
7488,0030-7653,,0.851,1.397,1.087,,,
7493,1676-5680,,0.850,1.025,0.213,,,
7493,0022-0019,,0.850,0.660,0.163,,,
7493,1017-9909,,0.850,1.024,0.310,,,
7493,1519-566X,,0.850,0.968,0.330,,,
7497,0008-7114,,0.849,1.065,0.204,,,
7497,0969-6997,,0.849,1.147,0.396,,,
7497,1044-0046,,0.849,0.745,0.201,,,
7497,0278-4807,,0.849,0.878,0.224,,,
7497,0278-4807,,0.849,0.878,0.224,,,
7502,1562-7020,,0.848,0.929,0.310,,,
7502,0158-9938,,0.848,0.816,0.222,,,
7502,1441-0745,,0.848,0.985,0.248,,,
7502,1441-0745,,0.848,0.985,0.248,,,
7506,0959-2989,,0.847,1.218,0.314,,,
7506,1742-8297,,0.847,0.893,0.179,,,
7506,0022-0671,,0.847,1.282,0.532,,,
7509,0160-2527,,0.846,1.486,0.504,,,
7509,0965-075X,,0.846,1.042,0.501,,,
7509,0894-8453,,0.846,1.034,0.345,,,
7509,1063-4266,,0.846,1.479,0.541,,,
7509,1882-0743,,0.846,0.871,0.210,,,
7509,0733-3188,,0.846,1.212,0.322,,,
7515,1000-3290,,0.845,0.750,0.057,,,
7515,1011-6842,,0.845,0.555,0.055,,,
7515,1096-4290,,0.845,0.667,0.243,,,
7515,1474-8185,,0.845,Not Available,Not Available,,,
7515,0956-5221,,0.845,1.403,0.512,,,
7520,1570-5838,,0.844,Not Available,Not Available,,,
7520,1083-7515,,0.844,Not Available,Not Available,,,
7520,1682-3141,,0.844,Not Available,Not Available,,,
7520,1682-3141,,0.844,Not Available,Not Available,,,
7520,0107-055X,,0.844,0.662,0.190,,,
7520,0014-3065,,0.844,1.310,0.343,,,
7526,0740-2783,,0.843,0.841,0.270,,,
7526,0146-6216,,0.843,1.153,0.883,,,
7526,1322-7696,,0.843,1.157,0.312,,,
7526,1322-7696,,0.843,1.157,0.312,,,
7526,2151-0032,,0.843,1.105,0.329,,,
7531,0218-3013,,0.842,0.690,0.247,,,
7531,1026-3098,,0.842,0.703,0.206,,,
7531,1556-9543,,0.842,1.662,0.410,,,
7534,1976-9148,,0.841,0.605,0.132,,,
7534,0738-0593,,0.841,0.920,0.348,,,
7534,0920-8542,,0.841,0.870,0.248,,,
7534,2047-7724,,0.841,0.841,0.309,,,
7534,0953-7325,,0.841,1.285,0.326,,,
7534,1300-0144,,0.841,0.633,0.059,,,
7540,1556-7249,,0.840,0.755,0.216,,,
7540,1078-4659,,0.840,1.198,0.385,,,
7540,0951-6298,,0.840,0.689,0.679,,,
7540,1496-4155,,0.840,1.061,0.319,,,
7540,1022-1824,,0.840,1.161,1.913,,,
7545,1447-6959,,0.839,0.902,0.281,,,
7545,0091-7370,,0.839,1.117,0.343,,,
7545,1643-8698,,0.839,0.756,0.060,,,
7545,0144-929X,,0.839,1.261,0.352,,,
7545,0144-929X,,0.839,1.261,0.352,,,
7545,0020-7985,,0.839,1.109,0.560,,,
7545,2211-6095,,0.839,0.839,0.223,,,
7545,0038-3910,,0.839,1.007,0.376,,,
7545,1094-6470,,0.839,1.034,0.505,,,
7554,1582-9146,,0.838,0.687,0.070,,,
7554,1939-7291,,0.838,1.170,0.315,,,
7554,0021-7670,,0.838,0.921,1.180,,,
7554,0022-1511,,0.838,1.082,0.351,,,
7554,0208-189X,,0.838,0.814,0.119,,,
7559,1359-866X,,0.837,1.172,0.426,,,
7559,0046-9750,,0.837,1.122,0.265,,,
7559,0960-3409,,0.837,0.731,0.284,,,
7559,0915-7352,,0.837,0.629,0.187,,,
7563,0750-7658,,0.836,0.757,0.137,,,
7563,1687-2770,,0.836,0.945,0.319,,,
7563,1075-2846,,0.836,0.987,0.473,,,
7563,0883-8151,,0.836,1.320,0.601,,,
7563,0091-8369,,0.836,1.117,0.455,,,
7563,1099-6362,,0.836,1.147,0.356,,,
7563,1473-3250,,0.836,Not Available,Not Available,,,
7570,0253-2964,,0.835,0.797,0.153,,,
7570,1976-8710,,0.835,1.089,0.306,,,
7570,1335-0552,,0.835,1.083,0.297,,,
7570,0361-929X,,0.835,0.938,0.249,,,
7570,0361-929X,,0.835,0.938,0.249,,,
7570,0378-584X,,0.835,0.980,0.269,,,
7576,1550-4832,,0.833,0.845,0.432,,,
7576,0373-2266,,0.833,0.989,0.341,,,
7576,0576-9787,,0.833,0.821,0.171,,,
7576,0936-5907,,0.833,1.188,0.726,,,
7576,0011-3891,,0.833,0.931,0.261,,,
7576,1051-1377,,0.833,1.213,0.759,,,
7576,1086-296X,,0.833,1.101,0.596,,,
7576,1040-6638,,0.833,0.776,0.196,,,
7576,0095-4543,,0.833,1.084,0.314,,,
7576,0267-6583,,0.833,1.667,0.707,,,
7576,0591-2385,,0.833,0.509,0.018,,,
7587,0210-5705,,0.832,Not Available,Not Available,,,
7587,0046-8991,,0.832,1.057,0.214,,,
7587,0090-4392,,0.832,1.488,0.552,,,
7587,0305-0041,,0.832,0.856,1.231,,,
7587,1233-9687,,0.832,0.750,0.194,,,
7592,1508-1109,,0.831,1.164,0.337,,,
7592,0303-464X,,0.831,0.642,0.181,,,
7592,1438-4957,,0.831,0.841,0.238,,,
7592,0716-078X,,0.831,0.892,0.244,,,
7592,0712-4813,,0.831,0.923,0.208,,,
7597,1043-6596,,0.830,1.137,0.315,,,
7597,1043-6596,,0.830,1.137,0.315,,,
7597,1738-642X,,0.830,0.627,0.118,,,
7600,1049-3301,,0.829,1.010,0.562,,,
7600,0001-8678,,0.829,0.974,1.016,,,
7600,1446-1811,,0.829,0.917,0.444,,,
7600,1132-9483,,0.829,0.767,0.106,,,
7604,0045-0766,,0.827,1.173,0.263,,,
7604,1538-7216,,0.827,1.068,0.430,,,
7604,1687-5869,,0.827,0.841,0.253,,,
7604,8756-971X,,0.827,1.030,0.301,,,
7604,1042-6507,,0.827,0.673,0.107,,,
7609,1473-5504,,0.826,1.037,0.353,,,
