Rank,Issn,Journal Impact Factor,5-Year Impact Factor,Article Influence Score,,,
5736,0007-1013,1.318,1.681,0.537,,,
5736,1865-5025,1.318,1.608,0.585,,,
5736,0268-0939,1.318,1.583,0.724,,,
5736,1744-2591,1.318,1.710,0.469,,,
5736,1877-8585,1.318,Not Available,Not Available,,,
5736,1760-2734,1.318,Not Available,Not Available,,,
5736,1179-3155,1.318,1.444,0.331,,,
5743,0926-6003,1.317,1.471,1.041,,,
5744,0165-0254,1.316,2.145,0.902,,,
5745,1464-9365,1.315,1.782,0.725,,,
5746,0962-7286,1.314,1.622,0.454,,,
5746,1073-1199,1.314,1.048,0.188,,,
5746,0007-1315,1.314,1.861,1.146,,,
5746,1099-2340,1.314,1.777,0.451,,,
5750,1674-1137,1.313,0.572,0.228,,,
5751,1471-2342,1.312,Not Available,Not Available,,,
5751,1750-8916,1.312,1.444,0.601,,,
5751,2118-9773,1.312,Not Available,Not Available,,,
5751,0011-9059,1.312,1.434,0.406,,,
5751,0743-684X,1.312,1.161,0.297,,,
5751,0741-6261,1.312,2.287,3.025,,,
5751,1561-882X,1.312,0.744,0.216,,,
5758,0309-166X,1.311,1.627,0.824,,,
5758,1461-5185,1.311,1.615,0.379,,,
5758,1874-5490,1.311,1.244,0.330,,,
5758,1874-5490,1.311,1.244,0.330,,,
5762,2095-4700,1.310,1.310,0.298,,,
5762,0308-5147,1.310,2.119,1.383,,,
5762,1947-5705,1.310,1.465,0.459,,,
5762,1363-4593,1.310,1.497,0.542,,,
5762,0301-7516,1.310,1.692,0.531,,,
5762,2044-2041,1.310,1.973,0.717,,,
5762,0172-0643,1.310,1.367,0.500,,,
5762,0044-2968,1.310,1.152,0.409,,,
5770,1566-0141,1.309,1.584,0.396,,,
5770,1103-5897,1.309,1.281,0.383,,,
5770,0272-4316,1.309,2.390,1.024,,,
5770,0308-8839,1.309,1.640,0.474,,,
5770,0909-752X,1.309,1.331,0.335,,,
5775,1435-5558,1.308,Not Available,Not Available,,,
5775,1435-5558,1.308,Not Available,Not Available,,,
5775,0266-4623,1.308,1.499,0.478,,,
5775,1136-1034,1.308,0.921,0.137,,,
5775,1068-7971,1.308,1.274,0.402,,,
5775,1086-055X,1.308,1.704,0.874,,,
5781,0364-765X,1.307,1.585,1.931,,,
5782,0007-4977,1.306,1.475,0.527,,,
5782,1001-6279,1.306,1.615,0.456,,,
5782,0149-0419,1.306,1.906,0.819,,,
5782,0038-0199,1.306,1.824,0.599,,,
5782,1877-5756,1.306,1.245,0.355,,,
5782,0340-4285,1.306,1.205,0.185,,,
5788,0353-9504,1.305,1.563,0.381,,,
5789,0006-2979,1.303,1.244,0.346,,,
5789,0008-4301,1.303,1.618,0.579,,,
5789,0025-5564,1.303,1.622,0.611,,,
5789,0037-7732,1.303,2.236,1.524,,,
5793,1936-5802,1.302,1.733,0.499,,,
5793,1040-7278,1.302,1.169,0.216,,,
5793,1214-021X,1.302,1.380,0.238,,,
5793,1479-8409,1.302,1.913,1.615,,,
5797,0899-9457,1.301,1.076,0.373,,,
5797,0353-5053,1.301,0.889,0.211,,,
5797,0353-5053,1.301,0.889,0.211,,,
5800,0967-4845,1.300,1.021,0.258,,,
5800,0181-1568,1.300,1.566,0.454,,,
5800,1068-5200,1.300,1.327,0.399,,,
5803,1413-8670,1.299,1.243,0.331,,,
5803,1876-3413,1.299,1.240,0.431,,,
5803,1876-3413,1.299,1.240,0.431,,,
5803,0378-4266,1.299,1.922,0.776,,,
5807,0002-936X,1.298,1.651,0.545,,,
5807,0002-936X,1.298,1.651,0.545,,,
5807,1945-9645,1.298,1.294,0.264,,,
5807,1081-2865,1.298,1.256,0.607,,,
5811,1567-7419,1.297,1.617,0.658,,,
5811,0015-2684,1.297,1.206,0.421,,,
5811,1041-0236,1.297,1.686,0.589,,,
5811,0018-9375,1.297,1.499,0.467,,,
5811,0167-2681,1.297,1.546,1.034,,,
5811,0734-371X,1.297,1.290,0.461,,,
5811,0734-242X,1.297,1.526,0.360,,,
5818,0310-057X,1.296,1.420,0.452,,,
5818,0912-3814,1.296,1.777,0.564,,,
5818,1742-6731,1.296,1.254,0.364,,,
5818,1047-482X,1.296,1.443,0.405,,,
5818,0899-1561,1.296,1.540,0.513,,,
5823,0142-694X,1.295,1.770,0.589,,,
5823,0046-225X,1.295,1.689,0.492,,,
5823,0306-7319,1.295,1.218,0.245,,,
5823,0737-0652,1.295,1.347,0.329,,,
5823,0263-0346,1.295,1.315,0.353,,,
5823,0281-3432,1.295,1.695,0.535,,,
5823,0049-089X,1.295,1.912,1.102,,,
5830,0001-8708,1.294,1.564,2.318,,,
5830,1025-3866,1.294,Not Available,Not Available,,,
5830,0733-9399,1.294,1.529,0.664,,,
5830,0894-9085,1.294,Not Available,Not Available,,,
5834,0008-4263,1.293,1.567,0.543,,,
5834,0090-4848,1.293,2.705,1.055,,,
5834,1071-5819,1.293,1.830,0.599,,,
5834,1071-5819,1.293,1.830,0.599,,,
5834,1470-6423,1.293,1.320,0.260,,,
5834,0862-8408,1.293,1.690,0.403,,,
5834,0304-422X,1.293,2.184,1.016,,,
5841,0388-1350,1.292,1.433,0.347,,,
5842,1936-6574,1.291,1.636,0.529,,,
5842,1936-6574,1.291,1.636,0.529,,,
5842,0731-5090,1.291,1.557,0.517,,,
5845,1362-0436,1.290,2.046,0.547,,,
5845,0147-9563,1.290,1.521,0.435,,,
5845,1091-5818,1.290,1.359,0.345,,,
5845,0022-0507,1.290,1.288,1.543,,,
5849,0272-930X,1.289,2.355,1.084,,,
5850,0009-3157,1.288,1.265,0.302,,,
5850,1445-9795,1.288,Not Available,Not Available,,,
5850,1357-3322,1.288,1.667,0.480,,,
5850,1357-3322,1.288,1.667,0.480,,,
5854,0141-1187,1.287,1.532,0.604,,,
5854,0166-3615,1.287,1.950,0.479,,,
5854,0925-5001,1.287,1.445,0.694,,,
5854,1464-8849,1.287,Not Available,Not Available,,,
5854,0513-5796,1.287,1.374,0.376,,,
5859,0065-1400,1.286,1.732,0.438,,,
5859,1836-0939,1.286,1.652,0.392,,,
5859,0954-0083,1.286,1.151,0.200,,,
5859,0092-0606,1.286,1.525,0.528,,,
5863,0253-5068,1.284,1.564,0.460,,,
5863,0342-5282,1.284,1.407,0.422,,,
5863,0342-5282,1.284,1.407,0.422,,,
5863,1689-832X,1.284,Not Available,Not Available,,,
5863,1541-132X,1.284,1.221,0.464,,,
5863,0894-1920,1.284,1.701,0.549,,,
5863,0950-0170,1.284,1.878,0.718,,,
5870,0018-9499,1.283,1.378,0.412,,,
5870,1939-1382,1.283,1.697,0.548,,,
5870,1939-1382,1.283,1.697,0.548,,,
5870,0308-0161,1.283,1.537,0.559,,,
5870,1319-0164,1.283,1.361,0.250,,,
5870,1475-1305,1.283,1.166,0.439,,,
5876,0007-0882,1.281,1.465,0.579,,,
5876,0007-0882,1.281,1.465,0.579,,,
5876,0022-3360,1.281,1.489,0.520,,,
5879,0001-723X,1.280,0.919,0.254,,,
5879,1059-0889,1.280,1.301,0.382,,,
5879,1364-7830,1.280,1.429,0.551,,,
5879,1738-3684,1.280,1.543,0.398,,,
5879,1738-3684,1.280,1.543,0.398,,,
5884,1473-3285,1.279,1.411,0.459,,,
5885,1916-2790,1.278,1.324,0.413,,,
5885,1054-7738,1.278,1.317,0.420,,,
5885,1054-7738,1.278,1.317,0.420,,,
5885,0743-5800,1.278,1.302,0.372,,,
5885,1070-9878,1.278,1.550,0.309,,,
5885,0021-857X,1.278,1.898,0.692,,,
5885,0021-857X,1.278,1.898,0.692,,,
5885,1673-1581,1.278,1.390,0.332,,,
5885,0951-8339,1.278,1.764,0.676,,,
5894,1940-5901,1.277,1.412,0.327,,,
5894,1090-6924,1.277,1.318,0.483,,,
5896,0047-2530,1.276,1.455,1.054,,,
5896,1056-6716,1.276,1.574,0.540,,,
5896,0003-1062,1.276,1.471,0.353,,,
5899,1527-0297,1.275,1.925,0.482,,,
5899,1539-8412,1.275,2.297,0.649,,,
5899,0138-0338,1.275,1.274,0.353,,,
5902,0735-6757,1.274,1.452,0.492,,,
5902,1055-3290,1.274,1.488,0.425,,,
5902,1055-3290,1.274,1.488,0.425,,,
5902,0923-4861,1.274,1.886,0.536,,,
5906,0301-4460,1.273,1.540,0.486,,,
5906,0301-4460,1.273,1.540,0.486,,,
5906,0895-9285,1.273,1.552,0.783,,,
5906,0362-4803,1.273,1.093,0.269,,,
5906,0002-0443,1.273,1.611,0.432,,,
5906,0002-0443,1.273,1.611,0.432,,,
5906,2191-9089,1.273,1.273,0.339,,,
5906,0048-3915,1.273,2.339,1.743,,,
5906,1322-0829,1.273,1.541,0.372,,,
5906,0301-4428,1.273,1.000,0.722,,,
5906,0275-6382,1.273,1.557,0.442,,,
5917,1679-7825,1.272,1.411,0.337,,,
5918,0165-1587,1.271,1.887,0.749,,,
5918,0165-1587,1.271,1.887,0.749,,,
5918,0017-9078,1.271,1.339,0.411,,,
5918,0916-8370,1.271,1.682,0.727,,,
5918,1364-5706,1.271,1.131,0.316,,,
5918,0913-557X,1.271,1.040,0.306,,,
5918,1432-7643,1.271,1.635,0.413,,,
5925,1738-642X,1.270,0.920,0.165,,,
5926,0009-2819,1.269,2.114,0.869,,,
5926,1792-0981,1.269,1.237,0.269,,,
5926,0192-513X,1.269,1.543,0.773,,,
5926,2072-666X,1.269,1.627,0.482,,,
5926,2156-8693,1.269,1.308,0.558,,,
5926,0300-8916,1.269,1.123,0.299,,,
5926,1971-7458,1.269,1.318,0.363,,,
5933,0035-8843,1.268,1.491,0.512,,,
5933,1573-4099,1.268,1.369,0.276,,,
5933,1025-6059,1.268,1.757,0.423,,,
5933,1089-7798,1.268,1.342,0.615,,,
5933,0953-5438,1.268,1.765,0.528,,,
5933,0953-5438,1.268,1.765,0.528,,,
5933,0887-3801,1.268,1.616,0.604,,,
5933,0167-7063,1.268,1.797,0.647,,,
5933,1880-6805,1.268,Not Available,Not Available,,,
5942,0017-8063,1.267,1.935,1.427,,,
5942,0733-9372,1.267,1.485,0.455,,,
5942,0160-6891,1.267,2.354,0.763,,,
5942,0160-6891,1.267,2.354,0.763,,,
5942,1661-8726,1.267,1.410,0.473,,,
5947,0377-0427,1.266,1.365,0.630,,,
5947,1011-8934,1.266,1.342,0.353,,,
5949,1088-3576,1.265,2.330,0.708,,,
5949,0306-4573,1.265,1.469,0.445,,,
5949,0306-4573,1.265,1.469,0.445,,,
5949,0036-1410,1.265,1.569,1.637,,,
5953,0730-7659,1.264,2.613,0.761,,,
5953,0730-7659,1.264,2.613,0.761,,,
5953,1043-951X,1.264,1.757,0.676,,,
5953,1023-666X,1.264,1.150,0.146,,,
5953,0025-3235,1.264,1.457,0.577,,,
5958,0823-9150,1.263,2.180,1.358,,,
5959,1472-3581,1.262,1.251,0.229,,,
5959,0938-2259,1.262,1.274,1.173,,,
5959,0167-8442,1.262,1.293,0.451,,,
5962,1425-9524,1.261,1.104,0.330,,,
5962,1002-0721,1.261,1.456,0.287,,,
5962,2212-4403,1.261,1.679,0.511,,,
5965,0960-6491,1.260,2.183,1.081,,,
5965,0129-1831,1.260,0.906,0.245,,,
5965,0021-9320,1.260,1.296,0.416,,,
5965,0030-2465,1.260,0.968,0.264,,,
5969,0749-0712,1.259,1.249,0.468,,,
5969,0020-6539,1.259,1.208,0.390,,,
5969,0023-5962,1.259,1.411,0.688,,,
5969,0905-4383,1.259,1.330,0.354,,,
5973,0001-7272,1.258,1.256,0.407,,,
5973,2191-9496,1.258,1.258,1.066,,,
5973,1864-7790,1.258,1.504,0.482,,,
5973,1457-4969,1.258,1.536,0.516,,,
5977,1383-7133,1.257,1.452,0.558,,,
5977,1076-9757,1.257,2.319,1.169,,,
5977,1319-562X,1.257,Not Available,Not Available,,,
5980,1389-1286,1.256,1.714,0.640,,,
5980,1051-2004,1.256,1.709,0.444,,,
5980,1473-5504,1.256,1.063,0.371,,,
5980,0142-6338,1.256,1.201,0.432,,,
5980,0048-0169,1.256,1.428,0.417,,,
5980,1877-0568,1.256,1.427,0.444,,,
5980,0973-1296,1.256,1.279,0.225,,,
5980,0921-8890,1.256,1.583,0.578,,,
5980,0167-6393,1.256,1.786,0.507,,,
5989,1559-1131,1.255,2.367,1.295,,,
5989,0007-4861,1.255,1.324,0.299,,,
5989,0962-1067,1.255,1.696,0.477,,,
5989,0962-1067,1.255,1.696,0.477,,,
5989,1076-9986,1.255,1.550,1.405,,,
5989,1354-8506,1.255,1.825,0.607,,,
5989,1354-8506,1.255,1.825,0.607,,,
5996,1387-2532,1.254,1.474,0.741,,,
5996,0742-2822,1.254,1.244,0.386,,,
5996,0098-9886,1.254,1.434,0.308,,,
5996,0022-2526,1.254,1.329,0.698,,,
6000,0065-2296,1.253,2.341,0.766,,,
6000,1024-5332,1.253,1.285,0.400,,,
6000,1362-1971,1.253,Not Available,Not Available,,,
6003,2157-6904,1.252,7.525,3.162,,,
6003,1062-8606,1.252,1.806,0.844,,,
6003,0011-0000,1.252,1.922,0.748,,,
6003,0030-5898,1.252,1.859,0.643,,,
6003,0040-8166,1.252,1.530,0.398,,,
6008,0008-1256,1.250,2.363,1.065,,,
6008,1733-7178,1.250,Not Available,Not Available,,,
6008,1050-0472,1.250,1.561,0.523,,,
6008,0967-0335,1.250,1.483,0.375,,,
6008,0026-1165,1.250,1.440,0.707,,,
6008,0892-7057,1.250,1.278,0.264,,,
6008,1556-2646,1.250,1.400,0.446,,,
6008,1556-2646,1.250,1.400,0.446,,,
6008,0261-4448,1.250,1.566,0.839,,,
6008,0166-5316,1.250,1.312,0.728,,,
6008,1542-7609,1.250,2.613,1.455,,,
6008,1536-1098,1.250,1.339,0.431,,,
6020,1556-8253,1.248,1.543,0.443,,,
6021,1744-3121,1.247,1.186,0.298,,,
6021,0969-7330,1.247,1.611,0.385,,,
6021,0969-7330,1.247,1.611,0.385,,,
6021,2168-1805,1.247,1.284,0.403,,,
6025,0020-5850,1.246,1.236,0.785,,,
6026,1389-9333,1.245,1.190,0.279,,,
6026,0142-2421,1.245,1.290,0.313,,,
6026,1815-0659,1.245,1.050,0.734,,,
6029,0271-2091,1.244,1.447,0.651,,,
6029,1572-0373,1.244,1.510,0.462,,,
6029,1539-445X,1.244,1.416,0.297,,,
6032,1078-6791,1.243,1.526,0.343,,,
6032,0016-6995,1.243,1.337,0.464,,,
6032,0022-2488,1.243,1.160,0.663,,,
6032,0036-5599,1.243,1.109,0.354,,,
6036,0091-3367,1.242,1.731,0.567,,,
6036,0743-9156,1.242,1.829,0.697,,,
6036,0892-1997,1.242,1.458,0.339,,,
6036,0385-5600,1.242,1.254,0.388,,,
6036,0968-0802,1.242,2.198,0.527,,,
6041,0005-2086,1.241,1.415,0.398,,,
6041,1548-3924,1.241,1.122,0.242,,,
6041,1388-0209,1.241,1.186,0.234,,,
6044,0010-4825,1.240,1.459,0.331,,,
6044,1492-7535,1.240,1.359,0.421,,,
6044,0046-9750,1.240,1.363,0.281,,,
6044,0174-304X,1.240,1.250,0.406,,,
6048,1754-9507,1.239,1.325,0.423,,,
6048,1754-9507,1.239,1.325,0.423,,,
6048,1388-5545,1.239,1.299,0.276,,,
6051,1643-8698,1.238,1.014,0.058,,,
6051,0007-2745,1.238,0.969,0.275,,,
6051,1544-3191,1.238,1.345,0.350,,,
6051,1344-6223,1.238,Not Available,Not Available,,,
6051,0987-7053,1.238,1.679,0.569,,,
6051,0957-8765,1.238,1.302,0.464,,,
6057,1042-4431,1.237,Not Available,Not Available,,,
6057,0399-077X,1.237,0.865,0.254,,,
6057,0924-3453,1.237,1.704,0.652,,,
6060,0165-7380,1.236,1.103,0.318,,,
6060,1708-8569,1.236,1.370,0.401,,,
6062,0018-3768,1.235,1.358,0.337,,,
6062,1051-8223,1.235,1.001,0.229,,,
6062,1099-6362,1.235,1.178,0.353,,,
6065,1557-9883,1.234,1.349,0.475,,,
6065,0145-5680,1.234,1.200,0.235,,,
6065,1064-1963,1.234,1.174,0.275,,,
6065,1574-1818,1.234,1.257,0.527,,,
6065,1549-7747,1.234,1.546,0.751,,,
6065,1082-6084,1.234,1.531,0.469,,,
6065,1082-6084,1.234,1.531,0.469,,,
6072,0148-0545,1.233,1.142,0.258,,,
6072,0021-8251,1.233,1.484,0.690,,,
6072,1087-1640,1.233,1.541,0.517,,,
6072,1389-4420,1.233,1.236,0.646,,,
6072,0934-9839,1.233,1.906,0.537,,,
6077,0028-3886,1.232,1.176,0.329,,,
6078,0969-8043,1.231,1.231,0.349,,,
6078,0008-4034,1.231,1.254,0.311,,,
6078,0009-0352,1.231,1.381,0.312,,,
6078,1877-7503,1.231,1.760,0.657,,,
6078,1664-039X,1.231,1.207,1.316,,,
6078,1990-2573,1.231,1.159,0.364,,,
6078,1875-9572,1.231,1.244,0.353,,,
6085,0144-686X,1.230,1.802,0.634,,,
6085,0005-7959,1.230,1.652,0.562,,,
6085,0366-7022,1.230,1.349,0.337,,,
6085,0885-8195,1.230,1.191,0.425,,,
6085,0167-4870,1.230,1.757,0.918,,,
6085,1747-597X,1.230,1.756,0.549,,,
6091,0010-4159,1.229,1.417,1.302,,,
6091,1109-9666,1.229,1.127,0.273,,,
6091,1526-6133,1.229,1.306,0.275,,,
6091,1559-8985,1.229,1.392,0.530,,,
6091,0363-6445,1.229,1.408,0.432,,,
6096,1380-6165,1.228,1.723,0.636,,,
6096,0009-8604,1.228,1.623,0.626,,,
6096,1434-6060,1.228,1.240,0.454,,,
6096,0965-4313,1.228,1.275,0.410,,,
6096,0954-2892,1.228,1.462,0.962,,,
6096,2008-3866,1.228,1.038,0.142,,,
6096,1369-183X,1.228,1.593,0.854,,,
6103,0147-958X,1.227,1.287,0.387,,,
6103,1641-876X,1.227,1.284,0.271,,,
6103,0022-3395,1.227,1.297,0.345,,,
6103,1066-7857,1.227,1.007,0.222,,,
6107,0891-2017,1.226,1.775,0.821,,,
6107,0891-2017,1.226,1.775,0.821,,,
6107,0263-5577,1.226,1.544,0.351,,,
6107,1214-1178,1.226,1.407,0.334,,,
6107,1431-7613,1.226,1.246,0.444,,,
6112,0003-3219,1.225,1.584,0.490,,,
6112,1038-5282,1.225,1.468,0.436,,,
6112,1038-5282,1.225,1.468,0.436,,,
6112,1420-326X,1.225,1.280,0.230,,,
6112,2041-8396,1.225,1.225,0.169,,,
6117,1866-7511,1.224,1.439,0.211,,,
6117,1433-7398,1.224,1.445,0.366,,,
6119,0946-1965,1.223,1.166,0.313,,,
6119,0211-6995,1.223,1.212,0.256,,,
6121,1386-2073,1.222,1.517,0.358,,,
6121,0263-2373,1.222,1.600,0.412,,,
6121,1082-0132,1.222,1.574,0.401,,,
6121,1061-8600,1.222,1.812,1.888,,,
6121,1614-0001,1.222,1.489,0.616,,,
6121,0026-9247,1.222,1.326,0.240,,,
6121,0037-8046,1.222,1.326,0.397,,,
6121,0354-9836,1.222,1.143,0.186,,,
6121,0730-8884,1.222,1.632,0.986,,,
6130,0002-7014,1.221,1.324,0.405,,,
6130,0168-9274,1.221,1.369,0.833,,,
6130,0008-4166,1.221,1.354,0.375,,,
6130,0922-6168,1.221,1.141,0.201,,,
6134,0278-5919,1.220,2.179,0.725,,,
6134,0218-348X,1.220,0.702,0.226,,,
6134,0734-7332,1.220,1.367,0.476,,,
6137,1467-0895,1.219,Not Available,Not Available,,,
6137,0741-0883,1.219,1.313,0.563,,,
6139,1472-6920,1.218,1.605,0.482,,,
6139,1472-6920,1.218,1.605,0.482,,,
6139,1196-1961,1.218,1.467,0.659,,,
6139,0895-6111,1.218,1.588,0.428,,,
6139,1047-3203,1.218,1.420,0.438,,,
6144,0254-5330,1.217,1.501,0.723,,,
6144,1672-0415,1.217,1.150,0.202,,,
6144,1559-3258,1.217,1.699,0.402,,,
6144,1381-4788,1.217,1.169,0.365,,,
6148,0168-9002,1.216,1.165,0.415,,,
6149,1594-0667,1.215,1.321,0.381,,,
6149,0167-4366,1.215,1.639,0.427,,,
6149,1543-5075,1.215,1.764,0.247,,,
6149,0267-7261,1.215,1.668,0.628,,,
6153,1585-8553,1.214,1.655,0.490,,,
6153,1089-2699,1.214,1.359,0.631,,,
6153,0736-7236,1.214,2.000,0.834,,,
6153,1059-0145,1.214,1.253,0.440,,,
6153,1059-0145,1.214,1.253,0.440,,,
6153,1478-9299,1.214,1.200,0.731,,,
6153,1751-2395,1.214,Not Available,Not Available,,,
6153,1441-3523,1.214,Not Available,Not Available,,,
6161,1750-8487,1.213,Not Available,Not Available,,,
6161,1128-3602,1.213,1.288,0.300,,,
6161,2045-4015,1.213,1.213,0.315,,,
6161,1350-4487,1.213,1.362,0.439,,,
6165,1069-3971,1.212,1.500,0.588,,,
6165,2162-0555,1.212,1.500,0.373,,,
6165,1068-9583,1.212,1.667,0.595,,,
6168,1751-8660,1.211,1.278,0.452,,,
6169,1993-0771,1.210,1.099,0.280,,,
6169,0020-6598,1.210,1.924,2.462,,,
6169,0886-2605,1.210,1.950,0.639,,,
6169,0214-9915,1.210,1.097,0.266,,,
6173,1045-1056,1.209,1.490,0.419,,,
6173,1940-1736,1.209,1.380,0.243,,,
6175,1226-9239,1.208,1.261,0.345,,,
6175,1350-5076,1.208,2.143,0.656,,,
6175,0951-7715,1.208,1.551,1.314,,,
6178,0001-1452,1.207,1.372,0.629,,,
6178,1875-4791,1.207,1.751,0.325,,,
6178,1354-0793,1.207,1.907,0.822,,,
6181,1042-9670,1.206,1.207,0.254,,,
6181,0010-0870,1.206,1.173,0.429,,,
6181,0963-7486,1.206,1.315,0.315,,,
6181,1025-9112,1.206,1.124,0.251,,,
6185,2234-7593,1.205,1.391,0.251,,,
6185,8756-6222,1.205,1.444,1.398,,,
6185,1537-209X,1.205,1.000,0.282,,,
6185,2212-1366,1.205,1.205,0.317,,,
6189,1099-209X,1.204,1.251,0.295,,,
6189,0094-0143,1.204,1.361,0.475,,,
6191,0004-0894,1.203,1.610,0.639,,,
6191,2040-5790,1.203,1.910,0.979,,,
6191,2040-5790,1.203,1.910,0.979,,,
6191,1545-1569,1.203,1.466,0.404,,,
6191,0892-3973,1.203,1.298,0.284,,,
6196,1945-7359,1.202,1.552,0.529,,,
6196,1415-4757,1.202,1.107,0.295,,,
6196,0360-1234,1.202,1.218,0.285,,,
6196,0022-4715,1.202,1.349,0.847,,,
6196,1083-7450,1.202,1.239,0.264,,,
6201,0001-7051,1.200,1.218,0.344,,,
6201,1139-9287,1.200,0.811,0.217,,,
6201,1459-6067,1.200,1.131,0.287,,,
6201,1213-8118,1.200,1.291,0.332,,,
6201,0008-0624,1.200,1.216,0.797,,,
6201,0013-0001,1.200,1.569,0.415,,,
6201,0197-4572,1.200,1.352,0.391,,,
6201,0197-4572,1.200,1.352,0.391,,,
6201,0306-7734,1.200,1.280,1.200,,,
6201,1077-8306,1.200,1.337,0.416,,,
6201,1746-0689,1.200,1.000,0.131,,,
6201,0920-8550,1.200,1.549,0.668,,,
6201,0268-3946,1.200,1.919,0.664,,,
6201,0023-9216,1.200,1.669,1.142,,,
6201,0369-8114,1.200,1.421,0.336,,,
6216,1532-3641,1.199,Not Available,Not Available,,,
6217,1109-3099,1.198,1.853,0.510,,,
6217,0020-7594,1.198,1.229,0.466,,,
6217,0217-7323,1.198,0.891,0.269,,,
6217,0887-2171,1.198,1.415,0.461,,,
6221,1699-3993,1.197,1.132,0.288,,,
6221,0167-9317,1.197,1.295,0.348,,,
6221,0016-7746,1.197,1.071,0.367,,,
6221,0283-9318,1.197,1.481,0.393,,,
6221,0267-0844,1.197,1.329,0.206,,,
6226,1569-1713,1.196,Not Available,Not Available,,,
6226,0739-456X,1.196,1.568,0.656,,,
6226,0890-8575,1.196,0.991,0.438,,,
6226,1080-6032,1.196,1.159,0.241,,,
6230,1879-4912,1.195,1.066,0.345,,,
6230,1687-9422,1.195,1.679,0.356,,,
6230,0029-5035,1.195,1.038,0.272,,,
6233,1536-8378,1.194,1.134,0.194,,,
6233,1827-1987,1.194,1.587,0.424,,,
6233,0021-0552,1.194,1.263,0.565,,,
6233,0952-8180,1.194,1.258,0.391,,,
6233,0021-7557,1.194,1.237,0.302,,,
6233,1469-5405,1.194,2.962,1.485,,,
6239,0169-5150,1.193,1.485,0.546,,,
6239,0169-5150,1.193,1.485,0.546,,,
6239,0929-1199,1.193,1.770,0.800,,,
6239,1744-5647,1.193,0.986,0.282,,,
6239,1744-5647,1.193,0.986,0.282,,,
6244,1631-0683,1.192,1.211,0.467,,,
6244,1648-715X,1.192,0.829,0.197,,,
6244,1674-7321,1.192,1.038,0.266,,,
6244,0894-8771,1.192,1.304,0.490,,,
6248,0047-1178,1.191,1.029,0.602,,,
6248,0974-3626,1.191,1.421,0.301,,,
6248,0748-8017,1.191,1.217,0.447,,,
6248,1077-8012,1.191,1.751,0.657,,,
6252,0013-8746,1.190,1.283,0.377,,,
6252,0065-3276,1.190,1.926,0.639,,,
6252,0169-3867,1.190,1.249,0.427,,,
6252,0169-3867,1.190,1.249,0.427,,,
6252,0007-4497,1.190,0.922,0.917,,,
6252,0897-1889,1.190,1.159,0.288,,,
6252,0957-4271,1.190,1.374,0.447,,,
6252,0257-3032,1.190,2.887,1.512,,,
6260,0747-4938,1.189,1.116,1.172,,,
6260,0747-4938,1.189,1.116,1.172,,,
6260,1052-9284,1.189,1.497,0.580,,,
6260,0140-7783,1.189,1.252,0.317,,,
6264,0951-3574,1.188,Not Available,Not Available,,,
6264,0016-9862,1.188,1.174,0.363,,,
6264,2210-8033,1.188,1.047,0.175,,,
6264,1096-3480,1.188,1.768,0.388,,,
6264,1614-1881,1.188,1.235,0.789,,,
6264,1863-5466,1.188,1.287,0.279,,,
6264,1468-0629,1.188,1.263,0.318,,,
6271,0213-9111,1.186,1.248,0.278,,,
6271,0213-9111,1.186,1.248,0.278,,,
6271,0165-5876,1.186,1.350,0.351,,,
6271,1422-6928,1.186,1.257,1.265,,,
6271,1473-0952,1.186,2.490,1.016,,,
6276,1807-5932,1.185,1.368,0.365,,,
6276,0193-3973,1.185,2.472,1.032,,,
6276,0022-2917,1.185,1.337,0.309,,,
6276,0941-2948,1.185,1.583,0.701,,,
6280,0020-7748,1.184,0.917,0.172,,,
6280,0890-4065,1.184,1.742,0.532,,,
6280,1359-0987,1.184,1.309,0.846,,,
6283,1212-1819,1.183,1.073,0.243,,,
6283,0966-369X,1.183,1.768,0.549,,,
6283,0896-4327,1.183,1.125,0.414,,,
6283,1931-3195,1.183,1.309,0.327,,,
6287,0261-3794,1.182,1.570,1.165,,,
6287,0160-0176,1.182,1.077,0.477,,,
6287,0022-5258,1.182,1.274,0.548,,,
6287,2211-3649,1.182,1.191,0.412,,,
6287,2211-3649,1.182,1.191,0.412,,,
6287,1687-725X,1.182,Not Available,Not Available,,,
6287,0288-4534,1.182,1.564,0.387,,,
6287,1754-9973,1.182,1.059,0.436,,,
6287,1754-9973,1.182,1.059,0.436,,,
6296,0002-9327,1.181,1.610,3.022,,,
6296,0144-8609,1.181,1.502,0.383,,,
6296,0008-4476,1.181,1.317,0.487,,,
6296,1435-9871,1.181,1.701,0.933,,,
6296,0927-5940,1.181,1.083,0.833,,,
6296,0892-9912,1.181,1.804,0.491,,,
6302,2156-3950,1.180,1.264,0.429,,,
6302,1045-5736,1.180,1.250,0.944,,,
6304,0006-355X,1.179,2.068,0.559,,,
6304,0008-3658,1.179,1.118,0.364,,,
6304,1522-7219,1.179,1.487,0.600,,,
6304,1369-412X,1.179,Not Available,Not Available,,,
6304,0743-7315,1.179,1.213,0.474,,,
6304,1226-4776,1.179,0.889,0.181,,,
6304,0749-1581,1.179,1.225,0.316,,,
6304,1569-4445,1.179,1.390,0.555,,,
6312,0146-6216,1.178,1.245,0.932,,,
6312,1472-6807,1.178,2.096,0.802,,,
6312,0368-0762,1.178,0.562,0.167,,,
