"","Level","Points","Journal","ISSN","Econ","ABS","I","A","T"
"1923","Level III",40,"Journal of Consumer Behaviour","1472-0817",NA,2,2.40033333333333,0.476,1.649
"1924","No Level",NA,"Journal of Ecotourism","1472-4049",NA,1,NA,NA,NA
"1925","Level III",40,"Asian Business and Management","1472-4782",1,2,1.44633333333333,0.213,1.534
"1926","No Level",NA,"International Journal of Management Education (IJME)","1472-8117",NA,1,NA,NA,NA
"1927","No Level",NA,"Ephemera: Critical Dialogues on Organization","1473-2866",NA,1,NA,NA,NA
"1928","Level III",54.2210981137555,"Expert Review of Pharmacoeconomics and Outcomes Research","1473-7167",1,NA,1.94933333333333,0.646666666666667,1.88566666666667
"1929","Level IV",20,"Journal of Hospitality, Leisure, Sport and Tourism Education","1473-8376",NA,1,1.517,0.109,1.40766666666667
"1930","No Level",NA,"International Journal of Technology Management and Sustainable Development","1474-2748",NA,1,NA,NA,NA
"1931","Level IV",20,"International Journal of Environment and Sustainable Development","1474-6778",1,NA,NA,NA,NA
"1932","Level IV",20,"International Journal of Revenue Management","1474-7332",1,NA,NA,NA,NA
"1933","Level IV",38.2429004039942,"World Trade Review","1474-7456",1,NA,1.20966666666667,0.384333333333333,1.227
"1934","Level III",46.9620416245149,"Journal of Pension Economics and Finance","1474-7472",1,2,1.33266666666667,0.627333333333333,1.17633333333333
"1935","No Level",NA,"Advances in Management Accounting","1474-7871",NA,2,NA,NA,NA
"1936","No Level",NA,"Advances in International Marketing","1474-7979",NA,1,NA,NA,NA
"1937","No Level",NA,"Journal of Finance and Management in Public Services","1475-1283",NA,1,NA,NA,NA
"1938","Level I-C",108.952738064208,"Socio-Economic Review","1475-1461",1,3,4.52233333333333,2.047,3.37266666666667
"1939","No Level",NA,"Advances in Accounting Behavioral Research","1475-1488",NA,2,NA,NA,NA
"1940","Level IV",20,"Review of Middle East Economics and Finance","1475-3685",1,NA,NA,NA,NA
"1941","No Level",NA,"Review of Accounting and Finance","1475-7702",NA,2,NA,NA,NA
"1942","No Level",NA,"International Journal of Sport Management and Marketing","1475-8962",NA,1,NA,NA,NA
"1943","Level III",40,"Culture and Organization","1475-9551",NA,2,0.882333333333333,0.222333333333333,0.7
"1944","Level II",60,"Strategic Organization","1476-1270",NA,3,4.12033333333333,1.66333333333333,2.91566666666667
"1945","Level IV",20,"Journal of Chinese Economic and Business Studies","1476-5284",1,1,NA,NA,NA
"1946","Level IV",20,"International Journal of Technology and Globalisation","1476-5667",1,NA,NA,NA,NA
"1947","No Level",NA,"Journal of Management, Spirituality & Religion","1476-6086",NA,1,NA,NA,NA
"1948","No Level",NA,"Journal of Revenue and Pricing Management","1476-6930",NA,2,NA,NA,NA
"1949","No Level",NA,"Action Learning","1476-7333",NA,1,NA,NA,NA
"1950","Level IV",20,"Action Research","1476-7503",NA,1,1.03066666666667,0.214,0.733
"1951","Level IV",20,"International Review of Economics Education","1477-3880",1,NA,NA,NA,0.676666666666667
"1952","No Level",NA,"Policy and Practice in Health and Safety","1477-3996",NA,1,NA,NA,NA
"1953","No Level",NA,"Journal of Sport and Tourism","1477-5085",NA,1,NA,NA,NA
"1954","No Level",NA,"International Journal of Internet Marketing and Advertising","1477-5212",NA,1,NA,NA,NA
"1955","No Level",NA,"Journal of Customer Behaviour","1477-6421",NA,1,NA,NA,NA
"1956","Level IV",20.8961263405794,"Journal of Health, Organisation and Management","1477-7266",NA,1,1.628,0.368,1.05366666666667
"1957","No Level",NA,"Management of Environmental Quality","1477-7835",NA,1,NA,NA,NA
"1958","Level IV",20,"Knowledge Management Research and Practice","1477-8238",NA,1,1.53166666666667,0.167,1.31066666666667
"1959","Level IV",20,"International Journal of Business Governance and Ethics","1477-9048",1,NA,NA,NA,NA
"1960","Level IV",20,"EuroChoices","1478-0917",1,NA,NA,NA,NA
"1961","Level III",40,"Total Quality Management and Business Excellence","1478-3363",NA,2,2.231,0.185,2.20966666666667
"1962","Level III",40.6911437121799,"Journal of Purchasing and Supply Management","1478-4092",NA,2,5.32733333333333,0.755,3.79866666666667
"1963","Level IV",20,"Pensions: An International Journal","1478-5315",1,NA,NA,NA,NA
"1964","Level IV",20,"International Journal of Intellectual Property Management","1478-9647",1,NA,NA,NA,NA
"1965","No Level",NA,"Tourism Planning and Development","1479-053X",NA,2,NA,NA,NA
"1966","No Level",NA,"International Journal of Nonprofit and Voluntary Sector Marketing","1479-103X",NA,1,NA,NA,NA
"1967","Level III",48.4984632776531,"Maritime Economics and Logistics","1479-2931",1,1,2.02333333333333,0.453,1.65066666666667
"1968","No Level",NA,"International Journal of Globalisation and Small Business","1479-3067",NA,1,NA,NA,NA
"1969","No Level",NA,"Research in occupational stress and well-being","1479-3555",NA,2,NA,NA,NA
"1970","No Level",NA,"Advances in Environmental Accounting and Management","1479-3598",NA,1,NA,NA,NA
"1971","No Level",NA,"Electronic Journal of e-Learning","1479-4403",NA,1,NA,NA,NA
"1972","Level IV",20,"International Journal of Asian Studies","1479-5914",1,NA,NA,NA,NA
"1973","Level II",78.1530229196316,"Journal of Financial Econometrics","1479-8409",1,3,2.125,1.686,1.72766666666667
"1974","Level IV",20,"International Productivity Monitor","1492-9759",1,NA,NA,NA,NA
"1975","Level IV",20,"Estey Centre Journal of International Law and Trade Policy","1496-5208",1,NA,NA,NA,NA
"1976","Level IV",20,"Estey Journal of International Law and Trade Policy","1496-5208",1,NA,NA,NA,NA
"1977","Level III",40,"Scandinavian Journal of Hospitality and Tourism","1502-2250",NA,2,2.23333333333333,0.249666666666667,2.26
"1978","Level IV",20,"Comparative Economic Research","1508-2008",1,NA,NA,NA,NA
"1979","Level IV",20,"Malaysian Journal of Economic Studies","1511-4554",1,NA,NA,NA,NA
"1980","Level IV",20,"Revija za Pravo i Ekonomiju/Review for Law and Economics","1512-6706",1,NA,NA,NA,NA
"1981","Level IV",20,"Economic Review: Journal of Economics and Business","1512-8962",1,NA,NA,NA,NA
"1982","Level IV",25.6985009901867,"Journal of Applied Economics","1514-0326",1,1,0.723666666666667,0.206333333333333,0.516333333333333
"1983","Level IV",20,"Econômica (Fluminense Federal University)","1517-1302",1,NA,NA,NA,NA
"1984","Level IV",20,"Economia (University of Brazil)","1517-7580",1,NA,NA,NA,NA
"1985","Level IV",20,"História Econômica e História de Empresas","1519-3314",1,NA,NA,NA,NA
"1986","No Level",NA,"Journal of Alternative Investments","1520-3255",NA,2,NA,NA,NA
"1987","Level IV",20,"Journal of Psychology and Financial Markets","1520-8834",1,NA,NA,NA,NA
"1988","No Level",NA,"Emergence: Journal in Complexity Management","1521-3250",NA,1,NA,NA,NA
"1989","Level IV",20,"Journal of Real Estate Practice and Education","1521-4842",1,NA,NA,NA,NA
"1990","Level IV",20,"Journal of African Business","1522-8916",1,1,NA,NA,NA
"1991","Level IV",20,"AgBioForum","1522-936X",1,NA,NA,NA,NA
"1992","Level II",67.8072036519478,"Journal of Supply Chain Management","1523-2409",NA,3,9.21966666666667,1.87666666666667,6.69066666666667
"1993","No Level",NA,"Advances in Developing Human Resources","1523-4223",NA,2,NA,NA,NA
"1994","Level I-C",99.8725029059359,"Manufacturing and Service Operations Management","1523-4614",1,3,3.47533333333333,2.07733333333333,2.91433333333333
"1995","Level IV",20,"Public Finance and Management","1523-9721",1,NA,NA,NA,NA
"1996","No Level",NA,"Social Marketing Quarterly","1524-5004",NA,1,NA,NA,NA
"1997","Level IV",20,"Global Economy Quarterly","1524-5861",1,1,NA,NA,NA
"1998","No Level",NA,"Multinational Business Review","1525-383X",NA,2,NA,NA,NA
"1999","No Level",NA,"International Journal of Hospitality and Tourism Administration","1525-6480",NA,1,NA,NA,NA
"2000","No Level",NA,"Event Management","1525-9951",NA,2,NA,NA,NA
"2001","No Level",NA,"Academy of Marketing Science Review","1526-1794",NA,2,NA,NA,NA
"2002","Level II",82.4594708706606,"Global Environmental Politics","1526-3800",1,NA,3.56933333333333,1.17,3.24166666666667
"2003","Level IV",20,"Financial Industry Studies","1526-4076",1,NA,NA,NA,NA
"2004","Level IV",20,"Journal of Risk Finance","1526-5943",1,1,NA,NA,NA
"2005","Level IV",26.267281119297,"Journal of Electronic Commerce Research","1526-6133",NA,1,2.691,0.428,1.776
"2006","Level III",42.4327793115802,"Journal of Sports Economics","1527-0025",1,2,1.421,0.440333333333333,1.27633333333333
"2007","No Level",NA,"Journal of Quality Assurance in Hospitality and Tourism","1528-008X",NA,1,NA,NA,NA
"2008","No Level",NA,"Management Accounting Quarterly","1528-5350",NA,1,NA,NA,NA
"2009","Level IV",20,"Brookings–Wharton Papers on Urban Affairs","1528-7084",1,NA,NA,NA,NA
"2010","No Level",NA,"e-Service Journal","1528-8234",NA,1,NA,NA,NA
"2011","Level IV",20,"Chicago Journal of International Law","1529-0816",1,NA,NA,NA,NA
"2012","No Level",NA,"Advances in Austrian Economics","1529-2134",NA,1,NA,NA,NA
"2013","No Level",NA,"Communications of the Association for Information Systems","1529-3181",NA,2,NA,NA,NA
"2014","Level III",40,"Annals of Economics and Finance","1529-7373",1,2,0.778333333333333,0.270666666666667,0.241666666666667
"2015","Level IV",20,"Economía: Journal of the Latin American and Caribbean Economic Association","1529-7470",1,NA,NA,NA,NA
"2016","No Level",NA,"Accounting and the Public Interest","1530-9320",NA,2,NA,NA,NA
"2017","Level IV",23.1990621313903,"Public Performance & Management Review","1530-9576",NA,1,1.93066666666667,0.418333333333333,1.43566666666667
"2018","Level IV",20,"Pennsylvania Economic Review","1531-0949",1,NA,NA,NA,NA
"2019","Level III",44.3574579980689,"Latin American Politics and Society","1531-426X",1,NA,1.15866666666667,0.613,0.914
"2020","No Level",NA,"INFORMS Transactions on Education","1532-0545",NA,2,NA,NA,NA
"2021","No Level",NA,"Journal of the American Society for Information Science and Technology (JASIST)","1532-2882",NA,3,NA,NA,NA
"2022","Level III",40,"Stress and Health","1532-3005",NA,2,2.604,0.785,1.95966666666667
"2023","No Level",NA,"Journal of Information Technology Theory and Applications","1532-4516",NA,1,NA,NA,NA
"2024","No Level",NA,"Tamara: Journal of Critical Postmodern Organization Science","1532-5555",NA,1,NA,NA,NA
"2025","Level II",60,"MIT Sloan Management Review","1532-9194",NA,3,4.14133333333333,1.11666666666667,2.495
"2026","No Level",NA,"Communications of the ICISA","1533-2454",NA,1,NA,NA,NA
"2027","No Level",NA,"Journal of Relationship Marketing","1533-2667",NA,1,NA,NA,NA
"2028","No Level",NA,"Journal of Human Resources in Hospitality and Tourism","1533-2845",NA,1,NA,NA,NA
"2029","No Level",NA,"Journal of Internet Commerce","1533-2861",NA,1,NA,NA,NA
"2030","No Level",NA,"Services Marketing Quarterly","1533-2969",NA,1,NA,NA,NA
"2031","No Level",NA,"Symbolic Interaction","1533-8665",NA,2,NA,NA,NA
"2032","Level III",40,"Human Resource Development Review","1534-4843",NA,2,2.72966666666667,0.335333333333333,2.434
"2033","Level IV",20,"Frontiers of Theoretical Economics","1534-5955",1,NA,NA,NA,NA
"2034","Level IV",20,"Advances in Theoretical Economics","1534-5963",1,NA,NA,NA,NA
"2035","Level IV",20,"Contributions to Theoretical Economics","1534-5971",1,NA,NA,NA,NA
"2036","Level IV",20,"Topics in Theoretical Economics","1534-598X",1,NA,NA,NA,NA
"2037","Level IV",20,"Topics in Macroeconomics","1534-5998",1,NA,NA,NA,NA
"2038","Level IV",20,"Contributions to Macroeconomics","1534-6005",1,NA,NA,NA,NA
"2039","Level IV",20,"Advances in Macroeconomics","1534-6013",1,NA,NA,NA,NA
"2040","Level IV",20,"Frontiers of Macroeconomics","1534-6021",1,NA,NA,NA,NA
"2041","Level IV",20,"Journal of Applied Finance","1534-6668",1,NA,NA,NA,NA
"2042","No Level",NA,"Journal of Public Procurement","1535-0118",NA,1,NA,NA,NA
"2043","Level IV",26.6982963489393,"Asian Economic Papers","1535-3516",1,1,0.823,0.202333333333333,0.654
"2044","Level IV",37.5941824376644,"Corporate Social Responsibility and Environmental Management","1535-3958",NA,1,6.15733333333333,0.521,4.991
"2045","No Level",NA,"Management Research, The Journal of the Iberoamerican Academy of Management","1536-5433",NA,1,NA,NA,NA
"2046","Level III",44.1917160896375,"STATA Journal","1536-867X",NA,2,2.977,1.71033333333333,1.98133333333333
"2047","Level I-B",120,"Journal of the Association of Information Systems","1536-9323",NA,5,3.947,1.143,2.96633333333333
"2048","Level I-B",120,"Academy of Management, Learning and Education","1537-260X",NA,5,4.64033333333333,0.967333333333333,3.39933333333333
"2049","No Level",NA,"Journal of Foodservice Business Research","1537-8020",NA,1,NA,NA,NA
"2050","Level IV",20,"Advances in Economic Analysis and Policy","1538-0637",1,NA,NA,NA,NA
"2051","Level IV",20,"Contributions to Economic Analysis and Policy","1538-0645",1,NA,NA,NA,NA
"2052","Level IV",20,"Topics in Economic Analysis and Policy","1538-0653",1,NA,NA,NA,NA
"2053","Level IV",20,"Journal of Pharmaceutical Finance, Economics and Policy","1538-5698",1,NA,NA,NA,NA
"2054","Level III",50.3895795444777,"Eurasian Geography and Economics","1538-7216",1,2,1.81066666666667,0.564666666666667,1.46166666666667
"2055","No Level",NA,"Journal of Electronic Commerce in Organizations","1539-2937",NA,1,NA,NA,NA
"2056","Level III",40,"MIS Quarterly Executive (MISQ-E)","1540-1960",NA,2,2.809,0.635,2.71866666666667
"2057","No Level",NA,"Decision Sciences Journal of Innovative Education","1540-4595",NA,1,NA,NA,NA
"2058","Level III",40,"Emerging Markets Finance and Trade","1540-496X",1,2,0.932333333333333,0.167333333333333,0.992
"2059","No Level",NA,"Organization Management Journal","1541-6518",NA,1,NA,NA,NA
"2060","Level IV",20,"Comparative Technology Transfer and Society","1542-0132",1,NA,NA,NA,NA
"2061","No Level",NA,"Journal of Agricultural & Food Industrial Organization","1542-0485",NA,1,NA,NA,NA
"2062","Level I-A",150,"Journal of the European Economic Association","1542-4766",1,5,4.64266666666667,5.484,3.21966666666667
"2063","No Level",NA,"Journal of International Accounting Research","1542-6297",NA,2,NA,NA,NA
"2064","Level III",40,"Journal of Behavioral Finance","1542-7560",1,2,1.14966666666667,0.255333333333333,0.807333333333333
"2065","Level IV",20,"Journal of Academy of Business and Economics","1542-8710",1,NA,NA,NA,NA
"2066","Level III",40,"International Journal of Green Energy","1543-5075",NA,2,1.441,0.221333333333333,1.287
"2067","No Level",NA,"ATA Journal of Legal Tax Research","1543-866X",NA,1,NA,NA,NA
"2068","Level III",40,"Finance Research Letters","1544-6123",NA,2,1.801,0.353,2.107
"2069","Level IV",20,"Journal of International Business and Economics","1544-8037",1,NA,NA,NA,NA
"2070","Level IV",20,"Economics Bulletin","1545-2921",1,NA,NA,NA,NA
"2071","Level III",50.2970831336961,"Decision Analysis","1545-8490",1,1,1.59,0.639666666666667,1.11466666666667
"2072","Level IV",20,"Journal of Investment Management","1545-9144",1,NA,NA,NA,NA
"2073","Level IV",20,"Journal of Organizational and End User Computing","1546-2234",NA,1,1.14133333333333,0.168333333333333,1.23966666666667
"2074","No Level",NA,"International Journal of Sport Management","1546-234X",NA,1,NA,NA,NA
"2075","Level IV",20,"Review of Business Research","1546-2609",1,NA,NA,NA,NA
"2076","No Level",NA,"Review of Marketing Science","1546-5616",NA,1,NA,NA,NA
"2077","No Level",NA,"Journal of Convention and Event Tourism","1547-0148",NA,1,NA,NA,NA
"2078","No Level",NA,"Journal of Transnational Management","1547-5778",NA,1,NA,NA,NA
"2079","Level IV",20,"Journal of Industrial and Management Optimization","1547-5816",NA,1,1.164,0.342,1.12833333333333
"2080","Level IV",20,"International Journal of Applied Economics","1548-0003",1,NA,NA,NA,NA
"2081","No Level",NA,"International Journal of Cases on Electronic Commerce","1548-0615",NA,1,NA,NA,NA
"2082","Level IV",20,"International Journal of Enterprise Information Systems","1548-1115",1,1,NA,NA,NA
"2083","No Level",NA,"International Journal of E-Business Research","1548-1131",NA,1,NA,NA,NA
"2084","Level IV",20,"American Review of Political Economy","1551-1383",1,NA,NA,NA,NA
"2085","No Level",NA,"Foundations and Trends in Econometrics","1551-3076",NA,1,NA,NA,NA
"2086","Level IV",20,"Journal of Entrepreneurial Finance and Business Ventures","1551-9570",1,NA,NA,NA,NA
"2087","No Level",NA,"The Economists' Voice","1553-3832",NA,1,NA,NA,NA
"2088","Level IV",20,"Competition Policy International","1554-0189",1,NA,NA,NA,NA
"2089","Level I-C",109.3008102658,"Quarterly Journal of Political Science","1554-0626",1,3,2.771,3.37133333333333,1.63566666666667
"2090","No Level",NA,"Foundations and Trends in Accounting","1554-0642",NA,3,NA,NA,NA
"2091","No Level",NA,"Journal of Emerging Technologies in Accounting","1554-1908",NA,1,NA,NA,NA
"2092","Level III",51.2880721163738,"International Entrepreneurship and Management Journal","1554-7191",1,1,3.06666666666667,0.350666666666667,2.805
"2093","Level IV",20,"Peace Economics, Peace Science and Public Policy","1554-8597",1,NA,NA,NA,NA
"2094","Level III",40,"Geneva Risk and Insurance Review","1554-964X",1,2,0.747,0.529333333333333,0.562666666666667
"2095","Level III",40,"Geneva Risk and Insurance Review","1554-964X",1,2,0.747,0.529333333333333,0.562666666666667
