Level,Points,Journal,ISSN,Econ,ABS,I,A,T,B.Points,,,
Level IV,20.000,Vie et Sciences de l'Entreprise,2262-5321,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Vie et Sciences Economiques,0336-142X,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Vierteljahrschrift für Sozial- und Wirtschaftsgeschichte,0340-8728,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Virginia Economic Journal,1085-1046,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Water Resources and Economics,2212-4284,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Weltwirtschaftliches Archiv,0043-2636,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Weltwirtschaftliches Archiv/Review of World Economics,0043-2636,1,0,NA,NA,NA,NA,,,
Level IV,20.000,West African Financial and Economic Review,0263-0699,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Western Economic Journal,0715-4577,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Western Journal of Agricultural Economics,0162-1912,1,0,NA,NA,NA,NA,,,
Level IV,20.000,WIFO-Monatsberichte,0029-9898,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Wirtschaft und Recht,0043-6135,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Wirtschaft und Wettbewerb,0043-6151,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Wirtschaftsdienst,0043-6275,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Wirtschaftspolitische Blätter,0043-6291,1,0,NA,NA,NA,NA,,,
Level IV,20.000,WorkingUSA,1089-7011,1,0,NA,NA,NA,NA,,,
Level IV,20.000,World Competition: Law and Economics Review,1011-4548,1,0,NA,NA,NA,NA,,,
Level IV,20.000,World Journal of Applied Economics,2459-0126,1,0,NA,NA,NA,NA,,,
Level IV,20.000,"World Review of Entrepreneurship, Management and Sustainable Development",1746-0573,1,1,NA,NA,NA,NA,,,
Level IV,20.000,"World Review of Science, Technology and Sustainable Development",1741-2242,1,0,NA,NA,NA,NA,,,
Level IV,20.000,World Tax Journal,1878-4917,1,1,NA,NA,NA,NA,,,
Level IV,20.000,WSEAS Transactions on Business and Economics,1109-9526,1,0,NA,NA,NA,NA,,,
Level IV,20.000,WSI-Mitteilungen,0342-300X,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Yale Economic Essays,0044-006X,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Yale Journal on Regulation,0741-9457,1,0,NA,NA,1.685,NA,,,
Level IV,20.000,Yapi Kredi Economic Review,1019-1232,1,0,NA,NA,NA,NA,,,
Level IV,20.000,YDU Sosyal Bilimler Dergisi/NEU Journal of Social Sciences,1986-1303,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Yönetim ve Ekonomi,1302-0064,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Zagreb International Review of Economics and Business,1331-5609,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Zbornik Ekonomskog Fakulteta u Zagrebu,1333-8900,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Zbornik Radova Ekonomskog Fakulteta Rijeka,0353-3689,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Zbornik Radova Ekonomskog Fakulteta u Istocnom Sarajevu,1840-3557,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Zbornik Radova Ekonomskog Fakulteta u Mostaru,1840-3255,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Zbornik Radova Ekonomskog Fakulteta u Rijeci: Casopis za Ekonomsku Teoriju i Praksu/Proceedings of Rijeka School of Economics: Journal of Economics and Business,1331-8004,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Zbornik Radova/Journal of Economy and Business,1840-3255,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Zeitschrift für ArbeitsmarktForschung/Journal for Labour Market Research,1614-3485,1,1,NA,NA,NA,NA,,,
Level IV,20.000,Zeitschrift für Betriebswirtschaft,0044-2372,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Zeitschrift für die gesamte Staatswissenschaft (JITE),0044-2550,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Zeitschrift für Nationalökonomie,0044-3158,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Zeitschrift fur offentliche und gemeinwirtschaftliche Unternehmen,0344-9777,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Zeitschrift für Umweltpolitik und Umweltrecht/Journal of Environmental Law and Policy,0931-0983,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Zeitschrift für Unternehmensgeschichte,0342-2852,1,1,NA,NA,NA,NA,,,
Level IV,20.000,Zeitschrift für Wirtschafts- und Sozialwissenschaften,0342-1783,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Zeitschrift für Wirtschafts- und Unternehmensethik,1439-880X,1,0,NA,NA,NA,NA,,,
Level IV,20.000,"Zeitschrift für Wirtschafts- und Unternehmensethik/Journal for Business, Economics and Ethics",1439-880X,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Zeitschrift für Wirtschaftspolitik,0721-3808,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Zhournal Novoi Ekonomicheskoi Associacii/Journal of the New Economic Association,2221-2264,1,0,NA,NA,NA,NA,,,
Level V,19.948,Asia-Pacific Journal of Financial Studies,2041-9945,1,0,0.572,0.127,0.496,19.948,,,
Level V,19.850,Finance a Úver,0015-1920,1,0,0.700,0.102,0.597,19.850,,,
Level V,19.850,Finance a Úver/Czech Journal of Economics and Finance,0015-1920,1,0,0.700,0.102,0.597,19.850,,,
Level V,19.601,Panoeconomicus,1452-595X,1,0,0.658,0.105,0.513,19.601,,,
Level V,19.417,Japan Research Quarterly,0021-3551,1,0,0.548,0.122,0.399,19.417,,,
Level V,19.327,Economic Computation and Economic Cybernetics Studies and Research,0424-267X,1,0,0.677,0.098,0.793,19.327,,,
Level V,19.327,Studii si Cercetari Economice,0424-267X,1,0,0.677,0.098,0.793,19.327,,,
Level V,19.304,Singapore Economic Review,0217-5908,1,0,0.570,0.116,0.612,19.304,,,
Level V,19.053,Prague Economic Papers,1210-0455,1,0,0.695,0.091,0.575,19.053,,,
Level V,19.021,CEPAL Review,0251-2920,1,0,0.561,0.113,0.407,19.021,,,
Level V,18.723,Journal of Australian Political Economy,0156-5826,1,0,0.441,0.137,0.378,18.723,,,
Level V,18.540,International Journal of Transport Economics,0391-8440,1,0,0.570,0.103,0.560,18.540,,,
Level V,18.515,Independent Review,1086-1653,1,0,0.485,0.121,0.572,18.515,,,
Level V,18.233,Transformations in Business and Economics,1648-4460,1,0,0.796,0.070,1.264,18.233,,,
Level V,17.868,China: An International Journal,0219-7472,1,0,0.421,0.126,0.268,17.868,,,
Level V,17.677,Revista de Economia Aplicada,1133-455X,1,0,0.381,0.135,0.293,17.677,,,
Level V,17.603,Hitotsubashi Journal of Economics,0018-280X,1,0,0.388,0.131,0.332,17.603,,,
Level V,17.538,Cuadernos de Desarrollo Rural,0122-1450,1,0,0.578,0.087,0.172,17.538,,,
Level V,17.469,Amfiteatru Economic,1582-9146,1,0,0.831,0.060,1.176,17.469,,,
Level V,17.305,Indian Journal of Gender Studies,0971-5215,1,0,0.353,0.137,0.222,17.305,,,
Level V,16.616,Hacienda Pública Española/Review of Public Economics,0210-1173,1,0,0.455,0.094,0.278,16.616,,,
Level V,14.762,Acta Oeconomica,0001-6373,1,0,0.582,0.053,0.719,14.762,,,
Level V,13.815,Ekonomický Casopis/Journal of Economics,0013-3035,1,0,0.539,0.047,0.577,13.815,,,
Level V,13.609,Romanian Journal of Economic Forecasting,1582-6163,1,0,0.499,0.049,0.581,13.609,,,
Level V,12.897,Investigación Económica,0185-1667,1,0,0.357,0.058,0.321,12.897,,,
Level V,12.524,Revista de Economía Mundial,1576-0162,1,0,0.399,0.048,0.268,12.524,,,
Level V,11.914,El Trimestre Economico,0041-3011,1,0,0.265,0.063,0.287,11.914,,,
Level V,11.298,Politická Ekonomie,0032-3233,1,0,0.369,0.039,0.357,11.298,,,
Level V,8.860,Revue d'Etudes Comparatives Est–Ouest,0338-0599,1,0,0.177,0.040,0.140,8.860,,,
Level I-B,120.000,Academy of Management Annals,1941-6520,0,5,17.825,8.348,11.107,143.998,,,
Level I-B,120.000,Academy of Management Journal,0001-4273,0,5,11.651,5.513,7.139,107.310,,,
Level I-B,120.000,Academy of Management Review,0363-7425,0,5,13.281,6.176,9.284,116.904,,,
Level I-B,120.000,"Academy of Management, Learning and Education",1537-260X,0,5,4.640,0.967,3.399,42.285,,,
Level I-B,120.000,"Accounting, Organizations and Society",0361-3682,0,5,4.590,1.121,3.061,44.360,,,
Level I-B,120.000,Administrative Science Quarterly,0001-8392,0,5,9.603,6.240,7.402,104.738,,,
Level I-B,120.000,American Journal of Sociology,0002-9602,0,5,5.826,3.598,3.818,72.520,,,
Level I-B,120.000,American Sociological Review,0003-1224,0,5,7.565,4.589,5.609,86.518,,,
Level I-B,120.000,Annals of Statistics,0090-5364,0,5,4.195,4.499,2.691,69.900,,,
Level I-B,120.000,Annals of Tourism Research,0160-7383,0,5,7.168,1.096,5.496,51.429,,,
Level I-B,120.000,Annual Review of Psychology,0066-4308,0,5,28.711,12.324,20.213,194.993,,,
Level I-B,120.000,Annual Review of Sociology,0360-0572,0,5,9.968,5.327,6.029,100.394,,,
Level I-B,120.000,Biometrika,0006-3444,0,5,2.360,2.566,1.647,46.957,,,
Level I-B,120.000,British Journal of Management,1045-3172,0,5,4.209,0.998,2.944,41.308,,,
Level I-B,120.000,Current Directions in Psychological Science,0963-7214,0,5,7.552,3.506,4.755,78.696,,,
Level I-B,120.000,"Entrepreneurship, Theory and Practice",1042-2587,0,5,9.555,2.353,7.421,74.312,,,
Level I-B,120.000,Environment and Planning D: Society and Space,0263-7758,0,5,3.391,1.331,2.959,42.371,,,
Level I-B,120.000,Human Relations,0018-7267,0,5,4.451,1.461,3.337,48.144,,,
Level I-B,120.000,Human Resource Management (USA),0090-4848,0,5,3.801,0.930,2.628,38.894,,,
Level I-B,120.000,Human Resource Management Journal(UK),0954-5395,0,5,3.471,0.845,3.001,36.432,,,
Level I-B,120.000,IEEE Transactions on Evolutionary Computation,1089-778X,0,5,10.959,2.532,9.267,79.998,,,
Level I-B,120.000,Information Systems Research,1047-7047,0,5,5.619,2.270,2.781,60.943,,,
Level I-B,120.000,International Journal of Operations and Production Management,0144-3577,0,5,5.217,0.786,3.895,40.973,,,
Level I-B,120.000,International Journal of Research in Marketing,0167-8116,0,5,3.381,1.136,3.088,40.042,,,
Level I-B,120.000,Journal of Applied Psychology,0021-9010,0,5,7.551,3.272,5.176,76.810,,,
Level I-B,120.000,Journal of Business Venturing,0883-9026,0,5,10.244,2.809,6.641,81.024,,,
Level I-B,120.000,Journal of Consumer Psychology,1057-7408,0,5,4.522,1.880,2.744,52.881,,,
Level I-B,120.000,Journal of Experimental Psychology - Applied,1076-898X,0,5,2.863,1.227,2.040,38.810,,,
Level I-B,120.000,Journal of Experimental Social Psychology,0022-1031,0,5,3.771,1.851,3.134,49.347,,,
Level I-B,120.000,Journal of Management,0149-2063,0,5,12.257,4.564,8.663,102.245,,,
Level I-B,120.000,Journal of Management Information Systems,0742-1222,0,5,4.740,1.293,3.235,47.156,,,
Level I-B,120.000,Journal of Management Studies,0022-2380,0,5,7.792,2.920,5.352,74.625,,,
Level I-B,120.000,Journal of Occupational and Organizational Psychology,0963-1798,0,5,4.436,1.471,2.617,48.200,,,
Level I-B,120.000,Journal of Occupational Health Psychology,1076-8998,0,5,5.981,2.011,5.408,59.702,,,
Level I-B,120.000,Journal of Operations Management,0272-6963,0,5,9.237,2.505,5.783,75.064,,,
Level I-B,120.000,Journal of Organizational Behavior,0894-3796,0,5,6.412,2.228,4.743,63.409,,,
Level I-B,120.000,Journal of Personality and Social Psychology,0022-3514,0,5,7.476,3.726,5.989,80.104,,,
Level I-B,120.000,Journal of Product Innovation Management,0737-6782,0,5,5.936,1.247,4.362,50.379,,,
Level I-B,120.000,Journal of Public Administration: Research and Theory,1053-1858,0,5,5.465,2.048,3.534,58.217,,,
Level I-B,120.000,Journal of Retailing,0022-4359,0,5,6.386,1.593,5.008,56.308,,,
Level I-B,120.000,Journal of Service Research,1094-6705,0,5,7.792,1.741,5.765,62.269,,,
Level I-B,120.000,Journal of the Academy of Marketing Science,0092-0703,0,5,11.034,2.425,8.602,78.981,,,
Level I-B,120.000,Journal of the Association of Information Systems,1536-9323,0,5,3.947,1.143,2.966,42.359,,,
Level I-B,120.000,Journal of Travel Research,0047-2875,0,5,6.921,1.012,5.845,49.410,,,
Level I-B,120.000,Journal of Vocational Behavior,0001-8791,0,5,4.579,1.220,3.499,45.645,,,
Level I-B,120.000,Leadership Quarterly,1048-9843,0,5,6.589,1.924,5.193,60.818,,,
Level I-B,120.000,Mathematical Programming,0025-5610,0,5,3.478,2.721,3.091,54.897,,,
Level I-B,120.000,MIS Quarterly,0276-7783,0,5,10.188,2.964,5.055,82.396,,,
Level I-B,120.000,Organization Science,1047-7039,0,5,5.331,3.155,3.022,67.135,,,
Level I-B,120.000,Organization Studies,0170-8406,0,5,5.223,1.858,3.534,55.383,,,
Level I-B,120.000,Organizational Behavior and Human Decision Processes,0749-5978,0,5,3.923,1.975,2.490,51.185,,,
Level I-B,120.000,Organizational Research Methods,1094-4281,0,5,9.821,4.018,5.725,90.492,,,
Level I-B,120.000,Personality and Social Psychology Bulletin,0146-1672,0,5,3.653,1.771,2.687,48.059,,,
Level I-B,120.000,Personnel Psychology,0031-5826,0,5,8.143,3.781,6.334,82.964,,,
Level I-B,120.000,Psychological Bulletin,0033-2909,0,5,23.496,9.631,16.831,166.753,,,
Level I-B,120.000,Psychological Review,0033-295X,0,5,8.615,4.381,6.780,89.089,,,
Level I-B,120.000,Psychological Science,0956-7976,0,5,7.286,3.531,5.466,77.907,,,
Level I-B,120.000,Public Administration: An International Quarterly,0033-3298,0,5,3.403,1.081,2.432,39.438,,,
Level I-B,120.000,Risk Analysis: An International Journal,0272-4332,0,5,3.298,0.950,2.866,37.285,,,
Level I-B,120.000,Social Science and Medicine,0277-9536,0,5,4.039,1.444,3.237,46.347,,,
Level I-B,120.000,Sociology,0038-0385,0,5,3.332,1.259,2.807,41.299,,,
Level I-B,120.000,Sociology of Health and Illness,0141-9889,0,5,2.767,0.898,2.217,34.373,,,
Level I-B,120.000,Strategic Entrepreneurship Journal,1932-4391,0,5,5.276,1.597,4.215,52.716,,,
Level I-B,120.000,Strategic Management Journal,0143-2095,0,5,7.893,3.174,5.506,77.186,,,
Level I-B,120.000,Tourism Management,0261-5177,0,5,7.966,1.056,6.455,52.688,,,
Level I-B,120.000,"Work, Employment and Society",0950-0170,0,5,3.178,0.966,2.577,37.026,,,
Level II,84.505,Global Environmental Change,0959-3780,0,3,10.362,3.132,9.088,84.505,,,
Level II,78.618,Milbank Quarterly,0887-378X,0,3,7.308,3.613,5.873,78.618,,,
Level II,74.567,Progress in Human Geography,0309-1325,0,3,8.114,2.798,6.742,74.567,,,
Level II,74.392,Academy of Management Perspectives,1558-9080,0,3,7.990,2.822,4.539,74.392,,,
Level II,73.592,International Journal of Management Reviews,1460-8545,0,3,9.618,2.273,7.573,73.592,,,
Level II,67.807,Journal of Supply Chain Management,1523-2409,0,3,9.220,1.877,6.691,67.807,,,
Level II,63.771,Journal of Interactive Marketing (formerly JDM),1094-9968,0,3,8.311,1.747,4.551,63.771,,,
Level II,62.811,Journal of Computer Mediated Communication,1083-6101,0,3,6.476,2.147,4.754,62.811,,,
Level II,61.780,Environmental Science and Technology,0013-936X,0,3,7.889,1.681,7.222,61.780,,,
Level II,60.000,Abacus,0001-3072,0,3,1.666,0.309,1.595,19.810,,,
Level II,60.000,Accident Analysis and Prevention,0001-4575,0,3,3.611,0.866,3.099,37.261,,,
Level II,60.000,Accounting and Business Research,0001-4788,0,3,2.379,0.452,1.785,25.642,,,
Level II,60.000,Accounting Horizons,0888-7993,0,3,2.438,0.623,1.561,28.934,,,
Level II,60.000,"Accounting, Auditing and Accountability Journal",0951-3574,0,3,4.454,0.595,2.982,35.157,,,
Level II,60.000,ACM Transactions on Modeling and Computer Simulation,1049-3301,0,3,1.396,0.612,1.394,23.662,,,
Level II,60.000,African Affairs,0001-9909,0,3,2.999,1.229,2.278,39.471,,,
Level II,60.000,American Review of Public Administration,0275-0740,0,3,2.777,0.815,2.412,33.269,,,
Level II,60.000,Annals of Operations Research,0254-5330,0,3,2.261,0.634,2.244,28.365,,,
Level II,60.000,Antipode,0066-4812,0,3,3.828,1.343,3.110,44.342,,,
Level II,60.000,Applied Psychology: An International Review,0269-994X,0,3,3.405,1.217,2.854,41.114,,,
Level II,60.000,Asia Pacific Journal of Management,0217-4561,0,3,3.585,0.708,2.758,34.642,,,
Level II,60.000,Auditing: A Journal of Practice and Theory,0278-0380,0,3,3.733,0.862,2.386,37.633,,,
Level II,60.000,British Accounting Review,0890-8389,0,3,4.199,0.528,2.850,33.023,,,
Level II,60.000,British Educational Research Journal,0141-1926,0,3,2.163,0.635,1.604,27.937,,,
Level II,60.000,British Journal Of Psychology,0007-1269,0,3,3.857,1.436,3.018,45.518,,,
Level II,60.000,British Journal of Social Psychology,0144-6665,0,3,2.474,1.014,2.241,34.490,,,
Level II,60.000,British Journal of Sociology,0007-1315,0,3,3.063,1.392,2.667,41.532,,,
Level II,60.000,Business and Society,0007-6503,0,3,4.241,0.858,4.100,39.284,,,
Level II,60.000,Computational Optimization and Applications,0926-6003,0,3,1.891,1.090,1.687,32.202,,,
Level II,60.000,Computational Statistics & Data Analysis,0167-9473,0,3,1.656,1.084,1.230,30.678,,,
Level II,60.000,Computers and Operations Research,0305-0548,0,3,3.470,0.980,3.129,38.366,,,
Level II,60.000,Computers in Human Behavior,0747-5632,0,3,5.026,1.000,4.282,43.996,,,
Level II,60.000,Computers in Industry,0166-3615,0,3,3.391,0.504,3.858,30.164,,,
Level II,60.000,Corporate Governance: An International Review,0964-8410,0,3,4.123,0.794,2.796,37.866,,,
Level II,60.000,Critical Perspectives on Accounting,1045-2354,0,3,3.474,0.541,2.798,31.168,,,
Level II,60.000,Decision Sciences,0011-7315,0,3,2.759,0.780,1.872,32.688,,,
Level II,60.000,Decision Support Systems,0167-9236,0,3,4.970,1.051,4.044,44.585,,,
Level II,60.000,Electoral Studies,0261-3794,0,3,2.029,1.207,1.355,34.203,,,
Level II,60.000,Environmental Science and Policy,1462-9011,0,3,4.890,1.158,4.470,45.868,,,
Level II,60.000,Ergonomics,0014-0139,0,3,2.340,0.602,2.130,28.180,,,
Level II,60.000,European Accounting Review,0963-8180,0,3,2.759,0.540,2.115,28.736,,,
Level II,60.000,European Journal of Information Systems,0960-085X,0,3,4.708,1.188,2.800,45.672,,,
Level II,60.000,European Journal of Marketing,0309-0566,0,3,2.568,0.453,1.783,26.367,,,
Level II,60.000,European Journal of Social Psychology,0046-2772,0,3,2.792,1.155,2.079,37.663,,,
Level II,60.000,European Journal of Work and Organizational Psychology,1359-432X,0,3,3.437,1.043,2.701,39.087,,,
Level II,60.000,European Management Review,1740-4754,0,3,2.218,0.465,1.461,25.273,,,
Level II,60.000,European Sociological Review,0266-7215,0,3,3.405,1.540,2.461,44.654,,,
Level II,60.000,European Sport Management Quarterly,1618-4742,0,3,2.524,0.376,2.042,24.538,,,
Level II,60.000,European Urban and Regional Studies,0969-7764,0,3,2.959,0.843,2.503,34.430,,,
Level II,60.000,Evolutionary Computation,1063-6560,0,3,3.917,1.281,3.263,43.969,,,
Level II,60.000,Expert Systems with Applications,0957-4174,0,3,4.579,0.824,4.504,39.784,,,
Level II,60.000,Family Business Review,0894-4865,0,3,6.894,1.368,5.075,54.838,,,
Level II,60.000,Fuzzy Optimization and Decision Making,1568-4539,0,3,3.580,0.755,3.490,35.411,,,
Level II,60.000,Gender and Society,0891-2432,0,3,4.006,1.601,2.720,47.905,,,
Level II,60.000,"Gender, Work and Organization",0968-6673,0,3,3.013,0.788,2.418,33.829,,,
Level II,60.000,Global Networks - A Journal of Transnational Affairs,1470-2266,0,3,2.751,0.917,2.178,34.557,,,
Level II,60.000,Global Strategy Journal,2042-5791,0,3,4.710,1.317,2.972,47.359,,,
Level II,60.000,"Governance: An International Journal of Policy, Administration and Institutions",0952-1895,0,3,4.525,1.895,3.458,53.039,,,
Level II,60.000,Government Information Quarterly,0740-624X,0,3,5.746,0.713,4.473,40.947,,,
Level II,60.000,Group and Organization Management,1059-6011,0,3,3.877,1.124,2.753,41.846,,,
Level II,60.000,Human Factors: Journal of Human Factors and Ergonomics Society,0018-7208,0,3,2.977,0.821,2.728,34.175,,,
Level II,60.000,Human Performance,0895-9285,0,3,1.998,0.726,1.133,28.470,,,
Level II,60.000,Human Resource Management Review,1053-4822,0,3,4.772,1.109,3.916,44.792,,,
Level II,60.000,IEEE Transactions on Engineering Management,0018-9391,0,3,2.356,0.515,2.022,26.745,,,
Level II,60.000,Industrial Marketing Management,0019-8501,0,3,5.148,0.700,4.384,39.156,,,
Level II,60.000,Information and Management,0378-7206,0,3,5.617,0.969,4.388,45.231,,,
Level II,60.000,Information and Organization,1471-7727,0,3,3.372,0.959,2.475,37.694,,,
Level II,60.000,Information Society,0197-2243,0,3,2.610,0.765,2.042,31.842,,,
Level II,60.000,Information Systems Frontiers,1387-3326,0,3,3.244,0.482,3.134,29.240,,,
Level II,60.000,Information Systems Journal,1350-1917,0,3,5.138,1.208,3.914,47.362,,,
Level II,60.000,Information Technology and People,0959-3845,0,3,2.593,0.391,1.799,25.122,,,
Level II,60.000,INFORMS Journal on Computing,1091-9856,0,3,1.935,1.145,1.594,33.032,,,
Level II,60.000,International Business Review,0969-5931,0,3,3.982,0.597,3.449,33.845,,,
Level II,60.000,International Journal of Contemporary Hospitality Management,0959-6119,0,3,4.740,0.522,4.166,34.336,,,
Level II,60.000,International Journal of Electronic Commerce,1086-4415,0,3,4.992,0.900,2.814,42.305,,,
Level II,60.000,International Journal of Hospitality Management,0278-4319,0,3,5.971,0.749,4.870,42.225,,,
Level II,60.000,International Journal of Human-Computer Studies,1071-5819,0,3,2.708,0.579,2.490,29.256,,,
Level II,60.000,International Journal of Human Resource Management,0958-5192,0,3,3.322,0.588,2.872,31.596,,,
Level II,60.000,International Journal of Production Research,0020-7543,0,3,3.429,0.574,3.466,31.687,,,
Level II,60.000,International Journal of Rehabilitation Research,0342-5282,0,3,1.555,0.402,1.389,21.203,,,
Level II,60.000,International Marketing Review,0265-1335,0,3,3.826,0.591,2.985,33.262,,,
Level II,60.000,International Review of Administrative Sciences,0020-8523,0,3,2.427,0.586,2.097,28.286,,,
Level II,60.000,International Small Business Journal,0266-2426,0,3,4.962,0.774,3.787,40.040,,,
Level II,60.000,International Statistical Review,0306-7734,0,3,2.549,1.829,2.334,42.849,,,
Level II,60.000,Journal of Accounting and Public Policy,0278-4254,0,3,3.356,0.606,2.139,32.050,,,
Level II,60.000,Journal of Advertising,0091-3367,0,3,4.606,1.046,4.233,43.340,,,
Level II,60.000,Journal of Advertising Research,0021-8499,0,3,2.764,0.634,2.199,30.422,,,
Level II,60.000,Journal of Behavioral Decision Making,0894-3257,0,3,2.666,1.232,1.765,37.908,,,
Level II,60.000,Journal of Cross Cultural Psychology,0022-0221,0,3,2.270,0.801,1.592,30.824,,,
Level II,60.000,Journal of Environmental Management,0301-4797,0,3,5.040,0.890,4.839,42.268,,,
Level II,60.000,Journal of European Public Policy,1350-1763,0,3,3.880,1.469,3.543,45.970,,,
Level II,60.000,Journal of European Social Policy,0958-9287,0,3,3.156,1.316,2.097,41.149,,,
Level II,60.000,Journal of Heuristics,1381-1231,0,3,1.889,0.649,1.366,26.846,,,
Level II,60.000,Journal of Information Technology,0268-3962,0,3,5.122,1.300,3.795,48.538,,,
Level II,60.000,Journal of International Management,1075-4253,0,3,3.758,0.781,2.983,36.438,,,
